answer,question
"[""1974""]",who drove the number 16 car in nascar
"[""Mexico"",""Soviet Union""]",who does the voice of lisa on the simpsons
"[""1890""]",when did liverpool last won a league title
"[""18 August 2011""]",how far is knoxville tn from chattanooga tn
"[""In 1995""]",how many nfl championships did the packers win
"[""1962""]",who sang the songs in the movie burlesque
"[""August 27, 2017""]",who did dr faust sell his soul too
"[""Sachin Tendulkar""]",who played the boy in kramer vs kramer
"[""Lebanese""]",who is the actor that plays carl on the walking dead
"[""New Netherland""]",where did the name kellogg's come from
"[""Queen's Park""]",matter that is not the same throughout is called
"[""1900""]",who sings with neil young on four strong winds
"[""Pom Klementieff""]",when did the life of pablo come out
"[""12""]",what was the first need for speed game
"[""Lionel Messi""]",the origin of the sierra leone labour law
"[""Alex Rodriguez""]",who plays mrs potts in the new beauty and the beast movie
"[""Elstree Studios""]",who won the men's singles title of the us open tennis grand slam 2014
"[""centroid""]",who played the mom in the princess bride
"[""March 27, 2018""]",when was the first episode of simpsons aired
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",when was the last time a draft was used
"[""to perceive linear acceleration""]",who wrote they long to be close to you
"[""1984""]",who plays sonya on law and order svu
"[""New York Yankees""]",where did the meaning of catch 22 come from
"[""1962""]",what kinds of cases are heard in district court
"[""ground state""]",who wrote never had a dream come true
"[""West Bengal""]",when was the national institute of mental health founded
"[""V8 engine""]",country with highest rate of aids in africa
"[""2000""]",who sings it must have been love in pretty woman
"[""4""]",how many starbucks stores are in the world
"[""video editing""]",what's the drivers name in driving miss daisy
"[""redox reactions""]",who won last year's women's ncaa tournament
"[""Sachin Tendulkar""]",who is the writer of it's always sunny in philadelphia
"[""volume of the container decreases""]",what was the another name for masuli patnam
"[""2018""]",when was the 1st king james bible written
"[""St. Louis Cardinals"",""San Francisco Giants""]",to hold greater quantities of liquid or gas a rock should have
"[""A mood swing""]",who has won the champion league the most
"[""1,089 sq ft""]",when was the first game of thrones made
"[""Matthew Prokop""]",who starred in why did i get married
"[""Elstree Studios""]",how many games did the vikings win last year
"[""Matthew Prokop""]",who sang the national anthem super bowl last year
"[""4""]",who recorded green green grass of home first
"[""1988""]",who played pastor dave on that 70s show
"[""copper""]",who sang the lights went out in georgia originally
"[""1962""]",when did sir alex ferguson leave manchester united
"[""horses""]",where is the first caucus held for each presidential campaign
"[""Sarabi""]",what episode of jonas la does nick sing your biggest fan
"[""2000""]",what is the name of the black hole in the milky way
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who had the most hits in mlb history
"[""George Casper Homans""]",when did boston red sox start playing sweet caroline
"[""West Indies""]",who played adam newman on the young and restless
"[""1984""]",who sang the famous song strawberry fields forever
"[""Lebanese""]",who is the best selling boy band of all time
"[""Josh Groban""]",when did the use of lead paint end
"[""Saleisha Stowers""]",who was governor of new york during 9 11
"[""December 15, 2017""]",night at the museum 3 ben stiller characters
"[""October 10, 2017""]",who sang the theme from the greatest american hero
"[""Greek""]",how many championships do the crimson tide have
"[""China""]",who makes up the general assembly of the un
"[""April 1, 1999""]",who's the actor that plays the night king
"[""V8 engine""]",who has played mackenzie on young and the restless
"[""1967""]",when did the british empire reach its peak
"[""1974""]",when is the release date of the spy who dumped me
"[""Parafollicular cells""]",who sings i'd do anything for love
"[""August 17, 2018""]",when did the united states annexed puerto rico
"[""Anil Kumar Jha""]",the frsc was formally established by the act of parliament in
"[""in 2018""]",which place in india receives highest rainfall in the world
"[""Molt Taylor""]",who's the highest paid nba player of all time
"[""1962""]",who has the least punishments on impractical jokers
"[""18 August 2011""]",when did harry potter open at universal orlando
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",nilgiri himalayan and arabian are species of which animal
"[""ground state""]",who is julie having an affair with on desperate housewives
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",most runs by a team in a game
"[""12""]",how many times have the penguins and capitals met in the playoffs
"[""2012""]",who asserted that man is product of earth surface
"[""New Netherland""]",what kind of roof does the at&t stadium have
"[""Edwin Hubble""]",where did it's raining tacos come from
"[""PewDiePie""]",who played the old man in friday after next
"[""oxidative phosphorylation""]",who wrote the book the count of monte cristo from 1844
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when is quantico season 3 episode 4 airing
"[""Sachin Tendulkar""]",when was the song in the mood written
"[""18""]",who sang beast song in beauty and the beast
"[""May 5, 1992""]",who plays taylor on the bold and beautiful
"[""James Arthur""]",who wrote we are going on a bear hunt
"[""122""]",what nba team has won the most nba finals
"[""Sarabi""]",when does the under 20s rugby world cup start
"[""1939""]",what element is the most abundant in the earth's crust by weight
"[""Eagles""]",who played cody on when calls the heart
"[""Bella Dayne""]",who was the movie white boy rick based off of
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",what do you call the fans of got7
"[""Spanish""]",most points in la liga in a season
"[""six""]",how to watch ru pauls drag race all stars season 3
"[""copper""]",who sings the song video killed the radio star
"[""18""]",who plays chloe on dog with a blog
"[""PewDiePie""]",how much does it cost to renew a cuban passport
"[""2000""]",who sang the lights went out in georgia originally
"[""Mexico"",""Soviet Union""]",how many medals have great britain won in winter olympics
"[""US$500""]",how many seats are in a box at dar constitution hall
"[""13""]",who used the sherman antitrust act to dissolve the monopoly of the northern securities company
"[""John O'Banion""]",what are the major types of computer software used in business
"[""a compulsory governmental insurance system""]",during the rebuttal section of a formal debate which team speaks first
"[""constitutional republic""]",who played roo stewarts mum in home and away
"[""centroid""]",when did multiple personality disorder become dissociative identity disorder
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who led the great sioux uprising in 1862
"[""Constantine""]",what episode do they escape in prison break
"[""Dev"",""Devin Star Tailes""]",who sings ill make a man out of you
"[""35""]",who holds the record for most 3 pointers in a finals game
"[""George Hudson""]",who played cody in suite life on deck
"[""Molt Taylor""]",who sings sometimes you're the windshield sometimes you're the bug
"[""North Korea""]",explorer who found a sea route to india around africa
"[""Zone Improvement Plan""]",when was the pledge of allegiance to the flag written
"[""John O'Banion""]",trains from kings cross to central station sydney
"[""eastward, in prograde motion""]",when was the current onate high school building built
"[""copper""]",in 1846 the oregon territory was acquired in a compromise with
"[""Clemson\n1""]",what type of dog is fang from get smart
"[""Islamic prophet Muhammad""]",what breed was the turner and hooch dog
"[""eastward, in prograde motion""]",who voices thanos in guardians of the galaxy
"[""four""]",who won women's figure skating in 1994
"[""2010""]",how old is was the oldest person to ever live
"[""12""]",who was the president of the united states in 1970
"[""2018""]",where did the 2004 tsunami hit in thailand
"[""July 16, 2017""]",who played johnny fever in wkrp in cincinnati
"[""July 16, 2017""]",who sang i wanna be like you
"[""2010""]",were the two oil crises in the 1970s linked to deflation or inflation
"[""New York Yankees""]",who does the voice of loretta on family guy
"[""centroid""]",who sings for tony in west side story
"[""Clemson\n1""]",who won the women's money in the bank 2018
"[""A mood swing""]",who is the current nigerian deputy senate president
"[""Miguel Cabrera""]",when did the grateful dead stop using the wall of sound
"[""Constantine""]",february was called solmonath by the anglo-saxons. what does this mean
"[""State governments""]",who is the founder and ceo of the sas institute
"[""George Casper Homans""]",what weight is conor mcgregor and mayweather fighting at
"[""2017""]",when did the last episode of star trek voyager air
"[""4""]",when was the constitution ratified by all states
"[""Tuticorin (Thoothukudi)""]",who's birthday is celebrated as teacher's day
"[""the Cambrian explosion""]",who has the most goals in el classico
"[""Christopher Robert Evans""]",when can a new ball be taken in test cricket
"[""12""]",when was the world council of churches formed
"[""December 2003""]",who won the men's singles title of the us open tennis grand slam 2014
"[""Calcium ions""]",when did atlanta become the capital of georgia
"[""March 27, 2018""]",who won the champions trophy 2017 cricket tournament
"[""Mary Kate Schellhardt""]",there are currently how many sitting members on the us supreme court
"[""Barbicide""]",in risk is afghanistan in europe or asia
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",when did lionel messi score his first goal
"[""unknown""]",who plays andy's brother in the office
"[""12""]",how long was law and order on the air
"[""Over 2,500""]",where does the movie hacksaw ridge take place
"[""video editing""]",who has the most scoring titles in nba history
"[""1900""]",who played sarah in the movie deep impact
"[""Alex Rodriguez""]",who has the least punishments on impractical jokers
"[""in 2018""]",who introduced a standardized system of weights and measures in china
"[""1942""]",how many episodes in the mick season 2
"[""University of South Carolina""]",what nhl teams did wayne gretzky play for
"[""Mars Bonfire""]",what was the name of the early theologian who developed the church’s understanding of free will
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who has been appointed as the new chancellor of nalanda university
"[""2018""]",top 10 movies to make the most money
"[""in 2018""]",who did john legend wrote all of me about
"[""18""]",when did the jaguar e pace come out
"[""Australia""]",which u.s. supreme court case required states to use the exclusionary rule
"[""1900""]",who wrote the music for the mighty boosh
"[""2000""]",when did the iconic trump tower open its doors
"[""the Cambrian explosion""]",when does the 2017 nba awards come on
"[""Ireland""]",who sings this is my town country song
"[""eastward, in prograde motion""]",who plays myrcella in game of thrones season 5
"[""North Korea""]",what percentage of the uk population say they have no religion
"[""1984""]",when was the last time real madrid won la liga title
"[""China""]",where is the hair located in the skin
"[""1982""]",how many layers in the earth's core
"[""Prince Phillip""]",when did the movie the greatest show man come out
"[""San Antonio""]",what are the ghost's name in pacman
"[""a maroon Bristol 405""]",what's the zip code for myrtle beach south carolina
"[""PewDiePie""]",family guy and then there were fewer movie reference
"[""10""]",one side effect of price ceilings is that they produce
"[""Alex Rodriguez""]",what is the name of hen's house
"[""1974""]",who sings what's my name in descendants 2
"[""Zaira Wasim""]",when did once upon a time in venice come out
"[""redox reactions""]",the office season 6 episode 1 guest stars
"[""2017""]",where was the first topgolf opened in the us
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who played john coffey in the movie green mile
"[""the axon terminal""]",who presides over the meeting of rajya sabha
"[""Anderson Silva""]",who built the kaaba stone according to the quran
"[""1980""]",who won the election of 1824 but failed to win a majority of the votes necessary to become president
"[""March 27, 2018""]",when did the first pretty little liars air
"[""Jason Michael Lee""]",when do the new riverdale episodes come out
"[""March 15, 2013""]",who sings you're not the one for me
"[""9""]",where does the last name bermudez come from
"[""1792""]",who has the most pga tour wins without winning a major
"[""Calcium ions""]",who sang these boots were made for walking first
"[""A mood swing""]",when did dvd players come out in the us
"[""October 10, 2017""]",how many floors does hamleys regent street have packed full of toys
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba
"[""State governments""]",which group of organisms is most commonly responsible for red tides
"[""13""]",who is the girl in how you remind me
"[""A mood swing""]",when does escape the night season 2 episode 9 come out
"[""six""]",who built the first train in the world
"[""1998""]",who won the ncaa basketball championship in 1989
"[""Miguel Cabrera""]",who plays albus potter in the cursed child
"[""Charles Young""]",when do blair and the prince get married
"[""PewDiePie""]",who's the best selling female artist of all time
"[""1962""]",how many episodes is terrace house opening new doors
"[""12""]",where is the origin of the rock river
"[""Saddam Hussein""]",what kind of bomb did japan drop on pearl harbor
"[""in 2018""]",what was the most significant result of the european exploration through the columbian exchange
"[""1890""]",who is the current nigerian deputy senate president
"[""Ryan ten Doeschate""]",when did all i do is win come out
"[""10""]",life insurance corporation of india is private or government
"[""Calcium ions""]",who plays terry crews brother in law in brooklyn nine nine
"[""Lacey Turner""]",who is the actress who plays trubel in grimm
"[""Lacey Turner""]",who played the voice of the little mermaid
"[""Abigail Rokison-Woodall""]",the trophy known by the name of grand prix is associated with
"[""eastward, in prograde motion""]",who has played the longest in the nhl
"[""Saleisha Stowers""]",how many miles is it from the west coast of florida to the east coast of florida
"[""2017""]",what metal is on top of the washington monument
"[""18 August 2011""]",who has been appointed as the new prime minister of romania
"[""George Hudson""]",when was the term supply chain management introduced
"[""oxidative phosphorylation""]",who built the first altar in the bible
"[""Clemson\n1""]",what do you call someone from czech republic
"[""April 1, 1999""]",how much does it cost to renew a cuban passport
"[""Jesse Donald Knotts""]",where was troy fall of the city filmed
"[""Niagara River""]",who wrote the last thing on my mind
"[""North Korea""]",who wrote ain't that a kick in the head
"[""1967""]",who is the number 1 most subscribed person on youtube
"[""April 28, 2017""]",when did mount saint helens blow its top
"[""PewDiePie""]",when was tennyson awarded the title of poet laureate
"[""six""]",who voices the tooth fairy in rise of the guardians
"[""ground state""]",the necessary and proper clause was articulated by which supreme court case
"[""Lebanese""]",who won the oscar for best actor in 2014
"[""in 2018""]",who plays davey jones in pirates of the carribean
"[""March 15, 2013""]",who was the french general that signed the 1918 armistice
"[""2000""]",who played the cigarette smoking man on the x-files
"[""Josh Groban""]",who is the current secretary general of opec
"[""Guaranteed Rate Field""]",what are the names of the singers in fifth harmony
"[""Guaranteed Rate Field""]",how many species of aloe vera are there
"[""King Edward Peak""]",who does joe swanson's voice on family guy
"[""Machilipatnam""]",who gave foreword to mulk raj anands untouchable
"[""Anil Kumar Jha""]",who has the fastest 40 yard dash in the nfl ever
"[""Christopher Robert Evans""]",how many premier league trophies have man city won
"[""video editing""]",who has scored most runs in t20 matches
"[""12""]",indian tribe at the bottom of the grand canyon
"[""in 2018""]",who won the most gold medals in bobsledding
"[""ice caps""]",where was the peace treaty with japan signed
"[""9""]",what type of dog is tramp in lady and the tramp
"[""Monasteries"",""wealthy individuals"",""rulers""]",who plays irene roberts in home and away
"[""4""]",dry ice (solid co2) is which type of solid
"[""1942""]",when does season 7 once upon a time start
"[""2012""]",when did the republicans gain control of the house
"[""Mexico"",""Soviet Union""]",where did the phrase you can get blood out of a turnip come from
"[""Zone Improvement Plan""]",what is the difference between minority and majority government
"[""December 15, 2017""]",what does the posterior root of a spinal nerve carry
"[""Lebanese""]",when was the last time kansas state university was in the elite 8
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",where is the reticular formation located in the brain
"[""Lionel Messi""]",who scored the most goals in a single nhl game
"[""Jimmy Cliff""]",how many states in america have the death penalty 2017
"[""Monasteries"",""wealthy individuals"",""rulers""]",who is the giffgaff mobile network run by
"[""1967""]",who was the little girl that played annie
"[""Elstree Studios""]",when was the last time the browns were in the super bowl
"[""9""]",when did gen 2 come out pokemon go
"[""Carole King""]",who won the women's softball world cup
"[""eastward, in prograde motion""]",was it elena or katherine that kissed damon
"[""those that have died""]",who became the president of syria in 2000
"[""volume of the container decreases""]",when is the new mary poppins movie released
"[""35""]",who owns the palm hotel in las vegas
"[""constitutional republic""]",what is bud's full name on grace and frankie
"[""constitutional republic""]",who was the top scorer in the premier league last season
"[""35""]",actress in the movie the autopsy of jane doe
"[""2015""]",when was the last time nebraska was shutout at home
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",when was the first electric breast pump invented
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",when did scotland get knocked out of the world cup
"[""Sarabi""]",when was the first mlb the show game released
"[""John O'Banion""]",who sang at the super bowl 2017 half time show
"[""Ryan ten Doeschate""]",who was the first black male to win an oscar
"[""42""]",when do the orioles play the red sox
"[""unknown""]",when was the first scooby doo show aired
"[""12""]",when does april kepner get pregnant the second time
"[""October 10, 2017""]",who is currently the longest serving member of the senate
"[""2015""]",where is the painting whistler's mother located
"[""oxidative phosphorylation""]",where does it talk about mary magdalene in the bible
"[""Clemson\n1""]",who is usually responsible for writing unit tests
"[""2–4 years""]",when did the battle of antietam take place
"[""2024""]",where did the northern kingdom of israel worship
"[""those that have died""]",when was the drinking age changed to 21 in the united states
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when does grey's anatomy episode 9 season 14 air
"[""constitutional republic""]",what episode of the partridge family did they sing i think i love you
"[""the Cambrian explosion""]",when did the movie 8 seconds come out
"[""Gal Gadot""]",who does samantha end up with on er
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",once upon a time season 7 hansel actor
"[""1943""]",what is the last year pontiac made cars
"[""Spectre""]",which bacteria helps nitrogen fixation in the soil
"[""rose window""]",what case applied the exclusionary rule to the states
"[""John von Neumann""]",the prime minister of great britain during the late 1930s was
"[""Billie Jean King""]",sean and kaycee world of dance the duels
"[""Abigail Rokison-Woodall""]",who played howard in last of the summer wine
"[""Season 4, Episode 8""]",meiosis ii does not take place in the oocyte until
"[""Ireland""]",who's won the most little league world series
"[""King Edward Peak""]",who produces the most coal in the world
"[""July 16, 2017""]",when did the smoking ban come into ireland
"[""Zone Improvement Plan""]",who is the girl in maroon 5 what lovers do
"[""John von Neumann""]",what are the bikes called where you lay down
"[""Spanish""]",in which city would you find the petronas twin towers
"[""video editing""]",who is the secretary of state of united states
"[""January–July 1975""]",what are the names of the three pedals on a piano
"[""video editing""]",bruno the boy in the striped pajamas actor
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who has competed in the most world cups
"[""2017""]",when was the last time the death penalty was used in the us
"[""12""]",what is snake's name in jungle book
"[""San Antonio""]",what comes after purple belt in jiu jitsu
"[""Calcium ions""]",when must a suspect be read their miranda rights
"[""oxidative phosphorylation""]",what was the first book that charles dickens published
"[""Jose Garces""]",who sang i left my heart in san francisco
"[""Elstree Studios""]",where will future mlb all star games be held
"[""Carole King""]",when did the mortal instruments series come out
"[""August 17, 2018""]",who played left ear in the italian job
"[""unknown""]",when did galway last win the hurling all ireland
"[""1982""]",how many stocks are in the wilshire 5000
"[""1962""]",who has the longest winning streak in ufc
"[""six""]",when did nigeria change from right to left driving
"[""Jason Michael Lee""]",what are the three greek orders of columns
"[""Evaluation and management""]",who was andy's girlfriend on the andy griffith show
"[""Spanish""]",when did man u last win the fa cup
"[""China""]",name of the current chairperson of rajya sabha
"[""1960""]",what is the first novel of english literature
"[""1890""]",who wrote i saw god today by george strait
"[""George Casper Homans""]",when was the mouse and the motorcycle published
"[""centroid""]",who wrote life is just a bowl of cherries
"[""Barbicide""]",who does the voice of jessie in toy story 2
"[""2009""]",who invented the first mouse driven graphical user interface
"[""Dylan""]",when does the new maze runner 3 come out
"[""Tuticorin (Thoothukudi)""]",when did the maple leafs last win a stanley cup
"[""Gabrielle Haugh""]",whos the 2nd most subscribed person on youtube
"[""April 1, 1999""]",what is the function of the proteins secreted by cells of the ventral midline of the spinal cord
"[""Queen's Park""]",what are the qualifications for the president according to the constitution
"[""10 one-hour episodes""]",what is the cause of smog in china
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who is the voice of aurora in sleeping beauty
"[""2–4 years""]",when is the last time the browns won a preseason game
"[""a compulsory governmental insurance system""]",who did meg ryan play on as the world turns
"[""Parafollicular cells""]",when did worl war 2 start and end
"[""eastward, in prograde motion""]",who sings the song it's the god in me
"[""Citytv""]",what is the name of washington dc airport
"[""Marvin Gaye""]",who was the voice in the movie rockstar
"[""April 1, 1999""]",when was punjab annexed to the british empire
"[""In 1995""]",who came up with the idea of rudolph the red-nosed reindeer
"[""Guaranteed Rate Field""]",when did the three mile island accident happen
"[""Anderson Silva""]",who sings the song let me tell you about the birds and the bees
"[""James Arthur""]",what is the name of jacob tribe in twilight
"[""Season 4, Episode 8""]",the atlantoaxial joint is an example of what type of joint
"[""1900""]",why did the st louis cardinals move to arizona
"[""April 1, 1999""]",when was swimming first introduced to the commonwealth games
"[""John O'Banion""]",who sings in the middle of a memory
"[""centroid""]",the vedic period in india is marked by the development of
"[""1982""]",who played jessie on saved by the bell
"[""Saleisha Stowers""]",who discovered the pacific ocean on september 25 1513
"[""2–4 years""]",who plays jason on friday the 13th 2009
"[""42""]",what is the population in sutherland springs texas
"[""2012""]",what was the name of the telephone operator on green acres
"[""George Casper Homans""]",when did civil rights movement begin and end
"[""17""]",who hosted the first season of mtv roadies
"[""a maroon Bristol 405""]",what is the southern end of the appalachian trail
"[""2017""]",who plays wonder woman in justice league 2017
"[""Phillip Alford""]",who was in the crows nest when the titanic struck the iceberg
"[""Lacey Turner""]",where does the last name harris originate from
"[""April 28, 2017""]",who does the black baby on shameless belong to
"[""the Ivrea Codex"",""the Apt Codex""]",when was the last time miami dolphins won in new england
"[""a maroon Bristol 405""]",who sings hey hey my my in sons of anarchy
"[""12""]",when did mr hooper dies on sesame street
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who wrote the song blowin in the wind
"[""centroid""]",who sings the theme song for casino royale
"[""North Korea""]",first president live from new york its saturday night
"[""12""]",who won the last series of t20 medal in 2017
"[""35""]",american type of apple pie in a deep dish
"[""New York Yankees""]",who is koba in dawn of the planet of the apes
"[""4""]",who has won the most miss universe crowns
"[""4""]",what is the top speed of a yamaha blaster
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who has the most grand slams of all time
"[""35""]",where does the series twin peaks take place
"[""March 25, 2011""]",who did david schwimmer play in the wonder years
"[""King Edward Peak""]",who won the women's money in the bank 2018
"[""E. M. Forster""]",who did the voice of vinnie on family guy
"[""a wild Pikachu""]",who are the voices on the phone walking dead
"[""4""]",the study of the effects of drugs on mind and behavior is called
"[""centroid""]",who is known as the first lady of indian cinema
"[""71%""]",what does the narrator say he is waiting for in the first lines of gerontion
"[""July 16, 2017""]",who sings the song video killed the radio star
"[""Eli Marienthal""]",who directed the rebuilding of the wall of jerusalem
"[""Alex Rodriguez""]",who is the publisher of the daily independent
"[""1942""]",when were the olympic games banned from greece
"[""Jason Michael Lee""]",during what months would you expect most wildfires to occur in florida
"[""Jason Michael Lee""]",number 1 best selling videogame of all time
"[""2015""]",avengers infinity war first release in which country
"[""King Edward Peak""]",who owns the original han solo in carbonite
"[""2017""]",when did the united nations came into existence
"[""V8 engine""]",when does series 6 of the next step start
"[""Guaranteed Rate Field""]",who played the fly in the original movie
"[""King Edward Peak""]",tatler a literary and a society journal begun by which essayist
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",where is the leaning tower of pisa built
"[""1967""]",which alliance was formed as a reaction to the north atlantic treaty organization (nato)
"[""eastward, in prograde motion""]",who sang the songs in the movie your cheatin heart
"[""Matthew Prokop""]",when does infinty wat come out on dvd
"[""Marvin Gaye""]",when did season 11 of grey's anatomy air
"[""Eagles""]",who wrote music for singing in the rain
"[""December 15, 2017""]",is the gulf of mexico an ocean or sea
"[""1981""]",measurement system whose divisions are powers of ten
"[""2–4 years""]",who sang the rains of castamere on game of thrones
"[""ground state""]",who sings for tony in west side story
"[""12""]",who is aragorn in the lord of the rings
"[""7""]",who votes in pa special election march 13
"[""Jason Michael Lee""]",how many seats ppp have in national assembly
"[""Spanish""]",when do new stranger things episodes come out
"[""a compulsory governmental insurance system""]",who is the patron st of lost causes
"[""1967""]",what unit of measurement is used in mexico
"[""St. Louis Cardinals"",""San Francisco Giants""]",who wrote the classic novel war and peace
"[""18 August 2011""]",who is having a baby at 54 years old
"[""the Cambrian explosion""]",the study of the bumps on the skull to determine personality traits is known as
"[""January 11, 1970""]",how many episodes in season 7 of the vampire diaries
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",where did the term dark ages come from
"[""Thurl Ravenscroft""]",when is the next new episode of agents of shield
"[""18""]",where did the us locate the first national government
"[""17""]",where did the real texas chainsaw massacre occur
"[""2017""]",when do you get your white coat in medical school
"[""December 15, 2017""]",who sings in the middle of a memory
"[""3 to 8 days""]",how many medals did canada win at the vancouver olympics
"[""constitutional republic""]",when was swimming first introduced to the commonwealth games
"[""Barbicide""]",what season of greys anatomy does derek die
"[""13""]",what is the typical pressure at which an oil burner operates
"[""13""]",how many episodes in rupauls drag race season 1
"[""V8 engine""]",how many osteopathic medical schools are there in the united states
"[""San Antonio""]",what state is the new england patriots football team from
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",where does the series the rain take place
"[""18""]",when did cardi b get on love and hip hop
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who has most superbowl wins afc or nfc
"[""six""]",when does attack on titan season 2 dubbed come out
"[""Jason Michael Lee""]",who has the most points scored in an nba game
"[""December 15, 2017""]",where did the thunder basketball team come from
"[""Eagles""]",1. what is erikson’s stage for the early childhood age group
"[""Mexico"",""Soviet Union""]",who holds the power in an absolute monarchy
"[""James Arthur""]",where is the new years eve concert held
"[""China""]",who created the first national park in america
"[""horses""]",when does the lion witch and the wardrobe take place
"[""9""]",who plays lillian in the unbreakable kimmy schmidt
"[""Marvin Gaye""]",the elements c n and o are contained in
"[""Thurl Ravenscroft""]",who posted the ninety-five theses on a church door effectively creating protestantism
"[""Miguel Cabrera""]",who plays murray's brother in the goldbergs
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who did france transfer the louisiana territory to after the french and indian war
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",where does the mississippi river begin in which state
"[""March 25, 2011""]",who plays the cat in the hat in the movie
"[""Josh Groban""]",when did the morning after pill come out
"[""Clayton Moore""]",when was the a* introduced at a level
"[""PewDiePie""]",who sings the song it's been a while
"[""2015""]",where does the heat from geothermal energy come from
"[""18""]",who finished the dark knight as the joker
"[""1988""]",when does total bella's season 3 premiere
"[""Dylan""]",where is new year's eve celebrated first
"[""Marvin Gaye""]",when was ed sheeran's song perfect released
"[""Spanish""]",what is the name of the castle in prague
"[""1982""]",when does it start warming up in houston
"[""Billie Jean King""]",when was the first masters golf tournament played
"[""1984""]",when did jack in the box buy qdoba
"[""2000""]",who recorded green green grass of home first
"[""Mexico"",""Soviet Union""]",who voices regina in glitter force doki doki
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",where is the movie cargo based out of
"[""2010""]",what counties are in the 6th congressional district in ga
"[""Jose Garces""]",when did us dollar not backed by gold
"[""1984""]",what was the room number in the shining
"[""Ryan Guzman""]",who voices the tooth fairy in rise of the guardians
"[""Australia""]",who played the music for the partridge family
"[""Zone Improvement Plan""]",who wrote cant take my eyes off of you
"[""University of South Carolina""]",who was the first king of egypt to use the title pharaoh
"[""Phillip Alford""]",who voices the kid in the new god of war
"[""James Arthur""]",when did apple computer change to apple inc
"[""Potassium chlorate""]",when is the last time real madrid won la liga
"[""August 17, 2018""]",when did they stop making the dodge viper
"[""Matthew Prokop""]",when was the last time boston red sox won the world series
"[""July 16, 2017""]",when did duke win the national championship in basketball
"[""1974""]",when did the plastic £5 come out
"[""2017""]",who won the wimbledon men's singles in 2017
"[""3 to 8 days""]",who helps gilgamesh interpret his dreams of a new companion
"[""December 15, 2017""]",which indian state does dish bisi bele bhath belong to
"[""Pom Klementieff""]",who sang i've got a brand new pair of roller skates
"[""Ireland""]",when is the last time usa hosted olympics
"[""Miguel Cabrera""]",what were the two main causes of the dust bowl
"[""7""]",what is the channel number for cartoon network on spectrum
"[""1960""]",who wrote a book describing the universe with the sun in the center
"[""10""]",what year did roberto clemente play for the pirates
"[""12""]",who was the first black male to win an oscar
"[""E. M. Forster""]",who was the gum chewing character in roald dahl's charlie and the chocolate factory
"[""Miguel Cabrera""]",when did we stop teaching the bible in schools
"[""13""]",when was the metric system adopted in england
"[""Citytv""]",who played michael jordan in the michael jordan movie
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who used to play in the alamo dome
"[""1988""]",when did saint elmo's fire come out
"[""Anderson Silva""]",how many seats in ontario to have party status
