answer,question
"[""three or four""]",when did the song dream weaver come out
"[""July 16, 2017""]",when did the norfolk broads become a national park
"[""115 years, 301 days""]",where is new year's eve celebrated first
"[""2017""]",when was the movie beauty and the beast made
"[""9""]",who sings the theme song for the tv show monk
"[""Spanish""]",where does the monkey's paw come from
"[""February 4, 1948""]",spanish city at the foot of the sierra nevada
"[""Tinnitus""]",who coined the term survival of the fittest
"[""5 June""]",who won the oscar for the movie the help
"[""Bill Medley"",""Jennifer Warnes""]",name the apparatus used for electrolysis of water
"[""September 22, 1987""]",what is the legal age for drinking in italy
"[""Thurl Ravenscroft""]",who played the boy in river of no return
"[""Nathan Mack""]",when does the world cup start and finish 2018
"[""2017""]",who plays mr walker on 13 reasons why
"[""1982""]",who died from the movie fast and furious
"[""Barbicide""]",when did cardi b get on love and hip hop
"[""32""]",who is the girl wolverine fights in x2
"[""July 16, 2017""]",who sings all by myself in bridget jones diary
"[""Season 4, Episode 8""]",what is the most populated region in ghana
"[""1974""]",when was the last amendment made to the us constitution
"[""12""]",when did rodan and fields start direct sales
"[""alternating current/direct current""]",who is the man in the boy is mine video
"[""December 15, 2017""]",when did the great white shark first appear
"[""2017""]",when did scotland get knocked out of the world cup
"[""Australia""]",how many bones are in your little toe
"[""Highlands North, Johannesburg""]",who had the most points in an nba game
"[""John Masefield""]",which cm of delhi once served as the youngest minister of haryana govt
"[""Team Leader (TL)""]",where is walnut grove in little house on the prairie
"[""2018""]",whats the clown's name in house of 1000 corpses
"[""six""]",when is terrace house part 3 coming out on netflix
"[""Kevin Phillips""]",when is game of thrones season 7 starts
"[""Marvin Gaye""]",who won the first academy award for best picture
"[""Adam Wainwright""]",where is three billboards outside of ebbing missouri filmed
"[""Lieutenant General Jagjit Singh Aurora""]",when did the olympics start every 2 years
"[""2015""]",who sang i want to walk you home
"[""March 2008""]",who plays the asian girl in deadpool 2
"[""2018""]",who plays the high priestess in guardians of the galaxy two
"[""\""Journey's End\""""]",what episode does fairy tail win the grand magic games
"[""1982""]",in 1846 the oregon territory was acquired in a compromise with
"[""later in pregnancy""]",who plays the queen in 300 rise of an empire
"[""Punjab""]",who does the voice of jake in adventure time
"[""$128,400""]",who played margaret rose in baby the rain must fall
"[""redox reactions""]",who plays jay's ex wife on modern family
"[""Flag Day in 1954""]",who plays the general in the incredible hulk
"[""1962""]",sikkim was made an integral part of india under which amendment
"[""Atlanta–Fulton County Stadium""]",what organs are affected by the sympathetic nervous system
"[""Gayla Peevey""]",when does an occurrence at owl creek bridge take place
"[""13,327""]",who does the voice of thomas the tank engine
"[""Arunachal Pradesh""]",the general term for all of the bones in the head is
"[""other endeavours""]",who is the voice of brick in lego batman
"[""1980""]",who sings how do u like me now
"[""Over 2,500""]",when did 8 track tapes stop being produced
"[""May 5, 1992""]",who is nominated for nobel peace prize 2016
"[""Jess Walton""]",where do most immigrants to the u.s. come from (which country )
"[""Jimmie Johnson""]",which ocean is the biggest ocean in the world
"[""AD 80""]",what kind of guns can you own in the uk
"[""Eileen Davidson"",""Brynn Thayer""]",when did the us women's team win the world cup
"[""Madhubala""]",fairground ride where you stick to the wall
"[""eastward, in prograde motion""]",when does the adventures of tintin take place
"[""1980""]",when did sophia the robot get her citizenship
"["", r""]",what is a type of mechanical wave motion in an elastic medium
"[""1890""]",who played the captain in hotel transylvania 3
"[""1 1/2\""""]",large trash island in the middle of the pacific
"[""2017""]",when was the way you make me feel made
"[""35""]",who does michael marry in the wedding plan
"[""Jack Vidgen""]",when was the wizard of oz first released
"[""corn starch""]",who won x factor when olly murs was on it
"[""5,000 to 1""]",who is the girl wolverine fights in x2
"[""1982""]",what is the name of the washington dc baseball team
"[""Matthew Prokop""]",when did they take prayer out of schools
"[""12""]",who sings i can love you like that
"[""Priya Vasudev Mani Iyer""]",the barkan waterfall is over which river in karnataka
"[""9""]",where does the avon river start in christchurch
"[""Gayla Peevey""]",where is the ball spotted on a 2 point conversion
"[""Thurl Ravenscroft""]",when did dick clark's new year's eve start
"[""Emma Thompson""]",who is the father of kelly taylor's son on 90210
"[""Eli Marienthal""]",when did fireworks on 4th of july start
"[""the mouthpiece""]",who conducted experiments to determine how much earth weighs
"[""1981""]",who came up with the vaccine for smallpox
"[""July 16, 2017""]",how many ap courses are there to choose from
"[""Lumi Cavazos""]",when can a new ball be taken in test cricket
"[""1890""]",when did we drop the atomic bomb on hiroshima
"[""1981""]",what kind of dog is from the little rascals
"[""video editing""]",where did the last name turner originate from
"[""in 2018""]",who sings let it go in the credits
"[""corn starch""]",when did the three mile island accident happen
"[""Robin Sharma""]",who won women's figure skating in 1994
"[""six""]",when did the 1st mama mia come out
"[""March 2008""]",how many episodes are there in when calls the heart season 3
"[""10""]",when did spurs move to white hart lane
"[""NBC""]",who wrote nanny mcphee and the big bang
"[""Sam Manekshaw""]",who sings song let it go from frozen
"[""5 June""]",who wrote song say you wont let go
"[""18""]",when is the nba first regular season game
"[""December 1, 1969""]",direction of southwest monsoon in india in map
"[""13""]",portion of hemoglobin associated with the production of bilirubin
"[""October 19, 2017""]",when was the last time raiders beat broncos
"[""1980""]",where did frasier go in the last episode
"[""June 16, 2017""]",total number of law and order svu episodes
"[""December 16, 2009""]",who started the saka era still used by the government of india
"[""2000""]",who does jenny slate play in star vs the forces of evil
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",where does eastern time zone change to central
"[""three or four""]",where was the film far from the madding crowd filmed
"[""18""]",who plays the queen of thorns in game of thrones
"[""Esther Williams"",""Ricardo Montalban""]",first president live from new york its saturday night
"[""1998""]",who sang what doesn't kill you makes you stronger
"[""18""]",largest great white shark ever caught on rod and reel
"[""1980""]",who sings the theme tune to bulletproof on sky one
"[""American singer Kehlani""]",who has the most ko's in boxing
"[""18""]",who plays rebecca in bridget jones edge of reason
"[""March 9, 2018""]",where is the subsolar point on december 21
"[""Punjab""]",when did the flames win the stanley cup
"[""eastward, in prograde motion""]",what is service tax discuss the basics of service tax in india
"[""President of the Legislative Council""]",explorer who found a sea route to india around africa
"[""Eddie Cantor's radio show""]",who did sweeney todd meet on the ship back to london
"[""Highlands North, Johannesburg""]",who was the little boy in the movie the shining
"[""Robin Sharma""]",who played kate mccoy on the real mccoys
"[""impermanence"",""unsatisfactoriness or suffering"",""non-self""]",who is awarded the orange cap in ipl twenty20 tournament
"[""35""]",how many times india won womens cricket world cup
"[""NBC""]",when does new season of mr robot start
"[""1974""]",who has the most gold medals in history
"[""December 15, 2017""]",which amusement park holds the record for most rides
"[""six""]",a large collection of servers is called a(n)
"[""A concerto""]",where did an apple a day keeps the doctor away come from
"[""1984""]",who was cast into the lion's den
"[""2017""]",where will the next summer olympics be held 2020
"[""cut the South in two""]",who wrote the battle hymm of the republic
"[""Thurl Ravenscroft""]",who is crowned king of scotland at the end of macbeth
"[""President of the Legislative Council""]",who won the darts in shanghai last night
"[""September 21, 2018""]",who played ricky on my so called life
"[""Men in Black""]",how old was fabregas when he joined arsenal
"[""February 4, 1948""]",who sang baby it's cold outside in a movie
"[""68""]",who wrote harry styles sign of the times lyrics
"[""Lieutenant General Jagjit Singh Aurora""]",the upper chamber of the georgia general assembly consists of how many members
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",how many members represent j&k in lok sabha
"[""13,327""]",when did tobacco companies start putting warning labels on cigarettes
"[""Barbicide""]",what is the southern most part of canada
"[""July 16, 2017""]",who won australia's next top model season 7
"[""other endeavours""]",who got married in think like a man 2
"[""July 16, 2017""]",who played ross poldark in the original tv series
"[""1962""]",who was the first lady magistrate of india
"[""other endeavours""]",who sings it don't hurt like it used to
"[""Robin Sharma""]",when is this season of this is us over
"[""China""]",who played sheriff little on dukes of hazzard
"[""Stephen Collins Foster""]",who was known as the father of roman poetry and wrote annales an epic poem about the history of rome
"[""2018""]",how many points did the emirates team new zealand score to win the 35th america's cup
"[""John Masefield""]",when was the castle in versailles ky built
"[""Spanish""]",how many episodes in season 1 of the oc
"[""Eileen Davidson"",""Brynn Thayer""]",who has the most grammys of all time
"[""Thurl Ravenscroft""]",when did advance australia fair become the anthem
"[""1984–85 season""]",who played sam and dean's father in supernatural
"[""China""]",who played the dead friend in the big chill
"[""December 1, 1969""]",who sings the intro to dog the bounty hunter
"[""April 28, 2017""]",when did star trek the next generation first air
"[""September 26, 2017""]",when was the last time england did not qualify for world cup
"[""Sam Manekshaw""]",who sings the song saturday in the park
"[""Australia""]",how often do we have a census in the uk
"[""fertilization""]",who directed the musical episode of grey's anatomy
"[""2015""]",when did louisiana became a part of the united states
"[""September 28, 2017""]",when did the shooting happen in greys anatomy
"[""Men in Black""]",when did the self balancing scooter come out
"[""2018""]",when are the rams moving to las vegas
"[""9""]",what year does the movie alpha take place
"[""Bill Russell""]",how many episodes in the originals season 2
"[""Jason Michael Lee""]",who built the first train in the world
"[""Betsy Sodaro""]",where did the braves play during the olympics
"[""Arunachal Pradesh""]",who sings she works hard for the money
"[""1969""]",who composed the music for blade runner 2049
"[""December 15, 2017""]",who was the host of america's got talent season 1
"[""Spanish""]",when was niagara falls established as a national park
"[""1.000""]",when did the ford f150 raptor come out
"[""Spectre""]",when does this season of the walking dead end
"[""1971""]",where is area code 905 in united states
"[""helium nuclei""]",when was the last time the us had no federal deficit
"[""1998""]",when is the olympics coming to los angeles
"[""PewDiePie""]",first name of edgar lintons sister abused by heathcliff
"[""AD 80""]",who plays spike in buffy the vampire slayer
"[""Emmanuel Macron""]",what is the meaning of national heroes day
"[""December 1, 1969""]",how many episodes are there in season 7 game of thrones
"[""12""]",who did pennsylvania fight for in the civil war
"[""1980""]",who won america's got talent in 2015
"[""Australia""]",who was the original singer of gentle on my mind
"[""NBC""]",fifa world cup 2010 ball made in which country
"[""Jason Michael Lee""]",what's the name of the latest james bond movie
"[""Jack Vidgen""]",which fast and furious does letty die in
"[""12""]",when did romans destroy 2nd temple of jerusalum
"[""Gulf of Mexico""]",which english comedian became the first moomba king in 1967
"[""late 14th-century""]",where was the first taco john's located
"[""other endeavours""]",what is the island that moana lives on called
"[""12""]",countries that won't let you in with israel stamp
"[""Belgium""]",what does the e stand for in wile e coyote
"[""India""]",when did us space program resumes after challenger tragedy
"[""John Masefield""]",who is playing mary poppins in the new mary poppins
"[""Stephen Collins Foster""]",in the senate the blank is the official chair of the chamber
"[""12""]",which celestial bodies will isro's proposed aditya mission study
"[""312""]",when did the aral sea start to dry up
"[""Highlands North, Johannesburg""]",when was july 4th declared a national holiday
"[""1971""]",who was fired or forced to resign in the massacre
"[""William Strickland""]",what day is the united states marine corps birthday
"[""Flag Day in 1954""]",when did the story to kill a mockingbird take place
"[""12""]",when is ark survival evolved coming out for xbox one
"[""Liverpool""]",when does pam come back to the office
"[""Tallulah Belle Willis"",""Jodhi May"",""Scout LaRue Willis""]",where was the movie the best of me filmed
"[""St. Louis Cardinals"",""San Francisco Giants""]",who died from fresh prince of bel air
"[""1981""]",what is the full form of n c c
"[""Emmanuel Macron""]",itc grand chola chennai is 5 star or 7 star
"[""February 14, 2016""]",who played the father in eight is enough
"[""Betsy Sodaro""]",who scored the most goals in a single nhl game
"[""late 14th-century""]",when did world war ii in europe end
"[""June 16, 2017""]",who has played fiyero in wicked on broadway
"[""Priya Vasudev Mani Iyer""]",where is the scrotum located on a man
"[""Lieutenant General Jagjit Singh Aurora""]",who has scored the most test hundred ever
"[""Australia""]",who plays young snow on once upon a time
"[""Nervous tissue or nerve tissue""]",where is the rio grande river located in jamaica
"[""32""]",who sang we are young in the 80's
"[""the mouthpiece""]",who presided over the inaugural meeting of the constituent assembly of india
"[""countries that ratified the convention""]",what is the location of mars in the solar system
"[""St. Louis Cardinals"",""San Francisco Giants""]",when did it last rain in the atacama desert
"[""corn starch""]",who was the first super hero ever created
"[""horses""]",who sung the song of kulfi kumar bajewala
"[""Enoch Sontonga"",""C. J. Langenhoven""]",who was the last surviving spanish american war veteran
"[""August 21, 2017""]",who plays the voice of johnny in the movie sing
"[""Jason Michael Lee""]",when do we celebrate world environment day and why
"[""PewDiePie""]",who was batman when bane broke his back
"[""June 16, 2017""]",when do you get your white coat in medical school
"[""2018""]",who was the winning pitcher for game 2 of 2017 world series
"[""Marvin Gaye""]",where is the origin of the frontalis muscle
"[""1980""]",when did north vietnam unify with the south
"[""August 21, 2017""]",what kind of stores are walmart and target
"[""Gulf of Mexico""]",who wrote the song i love a rainy night
"[""Thurl Ravenscroft""]",when did the vietnam war end what year
"[""February 4, 1948""]",who played bernardo in the movie west side story
"[""Priya Vasudev Mani Iyer""]",minimum age to drive transport vehicle in india
"[""eastward, in prograde motion""]",where are salt marshes located in the us
"[""Madhubala""]",when did new zealand became its own country
"[""Félix Hernández""]",what are the zombies on game of thrones
"[""video editing""]",an increase in the average level of prices is called
"[""Bill Russell""]",who averaged the most points in nba history
"[""India""]",what is the meaning of ips in police
"[""American singer Kehlani""]",what is the abbreviation for an element called
"[""China""]",how many natural satellites are there in jupiter
"[""1980""]",how many colors were offered for the 1969 ford mustang boss 429
"[""Flag Day in 1954""]",the members of american cabinet are appointed after the approval of
"[""Belgium""]",who wrote the music for land of hope and glory
"[""A mood swing""]",who wrote all you need is love by the beatles
"[""$128,400""]",what is the most spoken language in the us
"[""Nathan Mack""]",what is the population of farmington new mexico
"[""Madhubala""]",where did the battle of poitiers take place
"[""2012""]",who does the voice of chucky in seed of chucky
"[""May 1999""]",what is the furthest point from the sea in the uk
"[""1984""]",who has the most home runs as a yankee
"[""2017""]",who discovered the pacific ocean on september 25 1513
"[""12""]",what was the supreme court reaction to the national industrial recovery act
"[""rose window""]",ps i love you who wrote the letters
"[""Laaa"",""Larry Daley""]",who do you play as in pokemon yellow
"[""Esther Williams"",""Ricardo Montalban""]",when did myanmar became a member of asean
"[""Jimmy Yeary"",""Jessi Alexander"",""Connie Harrington""]",where does it talk about mary magdalene in the bible
"[""August 16, 1896""]",when did newspapers peak as a mass medium
"[""2024""]",how many seats are in parliament of ghana
"[""March 2008""]",when does phantom of the opera take place
"[""Nathan Mack""]",who sings this is me in greatest showman
"[""Jack Vidgen""]",what episode of charmed does cole come in
"[""Marvin Gaye""]",where was the first motte and bailey castle built
"[""Joseph Smith""]",who is the winner of sa re ga ma pa lit champ 2017
"[""John Masefield""]",who is playing quarterback for the new york giants
"[""9""]",when did south korea have the summer olympics
"[""68""]",who wrote who do you think you are
"[""Kevin Phillips""]",when did no smoking in public places start
"[""1998""]",how old do u have to be to join girl scouts
"[""Punjab""]",when does ralph break the internet come out
"[""Big & Rich""]",when did george gershwin write rhapsody in blue
"[""1982""]",what chapter in the bible has the 10 commandments
"[""13,327""]",who plays randall's mom on if loving you is wrong
"[""1988""]",what is the most famous sport in russia
"[""Spanish""]",who played boo radley in the movie to kill a mockingbird
"[""Stephen Collins Foster""]",when was the term dark ages first used
"[""PewDiePie""]",who has more el clasico goals messi or ronaldo
"[""Punjab""]",hills in the north west of central highlands
"[""Eli Marienthal""]",when is next olympic games to be held
"[""Flag Day in 1954""]",who played the original jason in friday the 13th
"[""Bernard of Chartres""]",what is the nz rugby league team called
"[""Jason Michael Lee""]",when was the last time the milwaukee bucks made the playoffs
"[""Gulf of Mexico""]",who played the little girl in all in the family
"[""2017""]",who did cole swindell write you should be here for
"[""2012""]",what was alaska before it became a state
"[""1980""]",the first editor of the assamese periodical magazine jonaki
"[""six""]",where does the river thames stop being tidal
"[""Gallery""]",who plays the she elf in hobbit 2
"[""China""]",who wrote you're going to love me
"[""six""]",what was the number one song on april 20th 2000
"[""12""]",which is the state flower of himachal pradesh
"[""31""]",what christian denomination was illegal in the colony of virginia
"[""PewDiePie""]",who did the studio orion originally want to play the t800 in the terminator
"[""Thurl Ravenscroft""]",the precursor cell to a plasma cell is the
"[""September 26, 2017""]",when did ww2 officially end for the us
"[""Marvin Gaye""]",who plays mrs potato head in toy story
"[""1984""]",when did the us first go into the middle east
"[""1890""]",where does the mac in fleetwood mac come from
"[""1980""]",hwang bo ra di fight for my way
"[""Laaa"",""Larry Daley""]",what size sim card for ipad 4th generation
"[""Emma Thompson""]",who was the first lead singer for ac dc
"[""NFC/NFL""]",who is the top selling female artist of all time
"[""1.000""]",who is the original singer of walking in memphis
"[""Team Leader (TL)""]",who played jason voorhees in friday the 13th
"[""1982""]",which instrument is used to measure the weight of the body
"[""13""]",where was the episode beyond the wall filmed
"[""Dash""]",who was the french general that signed the 1918 armistice
"[""Bill Russell""]",who wrote who do you think you are
"[""Australia""]",who wrote sorry not sorry by demi lovato
"[""Eli Marienthal""]",who was the killer in scream 2 movie
"[""Democrats""]",the government's response to the protest in tiananmen square resulted in
"[""Tinnitus""]",cast of tv show wisdom of the crowd
"[""1974""]",who paid for the building of wembley stadium
"[""February 4, 1948""]",who won the 2017 formula 1 spanish grand prix
"[""Eddie Cantor's radio show""]",when did the postal service started in india
"[""2000""]",who is the actress that does the trivago advert
"["", r""]",what is it called when you copy someone's signature
"[""corn starch""]",this type of receptor is found in the eye
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",where has conan filmed conan without borders special
"[""October 13, 2017""]",groundnut is mostly grown in which part of nigeria
"[""alternating current/direct current""]",where does chemical digestion of lipids take place
"[""impermanence"",""unsatisfactoriness or suffering"",""non-self""]",when were bananas introduced to the united states
"[""Spectre""]",all of the new testament except revelation was recognized at the council of
"[""12""]",refers to the degree to which two measures of the same construct correlate to each other
"[""1998""]",what channel does the next step play on
"[""Jason Michael Lee""]",when was daylight savings time established in the united states
"[""Vera""]",who was the first known king of england
"[""Jamey Johnson""]",what percentage of the uk population say they have no religion
"[""six""]",who won the all england badminton championships for seven years
"[""2012""]",when was under god added to pledge of allegience
"[""18""]",which act lead to the disintegration of the whig party
"[""1988""]",who plays claire in the time traveler's wife
"[""Dr. Lexie Grey""]",most up to date version of mac os
"[""PewDiePie""]",who is the song i need a doctor about
"[""1998""]",when was the first edinburgh military tattoo held
"[""Molt Taylor""]",who plays glenn on the good doctor episode 7
"[""Molt Taylor""]",where does the last name dukes come from
"[""1998""]",who killed dennis rickman in eastenders in 2005
"[""2012""]",what was the first year harley davidson has fuel injection
"[""1982""]",how and when was knowledge of paper making established in christian europe
"[""late 14th-century""]",how many international airports do we have in nigeria
"[""eastward, in prograde motion""]",when does ink master season 10 finale air
"[""12""]",who sings do you think im a nasty girl
"[""Dash""]",who were the shudras was dedicated to whom
"[""Liverpool""]",where do the aurora teagarden mysteries take place
"[""Bond Gideon (1980)""]",where is hydrochloric acid found in the digestive system
"[""six""]",where did the tour de france start in 1954
"[""Liverpool""]",when did tom brady became a starter for the patriots
"[""Australia""]",where is the saracens rugby union team based
"[""Kevin Phillips""]",how many episodes of black sails season 4
"[""September 21, 2018""]",who wrote the bridge over the river kwai
"[""1998""]",what is the population of the state of new hampshire
"[""December 16, 2009""]",when did the last season of one tree hill air
"[""Betty Grable"",""Lauren Bacall"",""Alex D'Arcy"",""Marilyn Monroe"",""Fred Clark"",""Cameron Mitchell"",""Rory Calhoun"",""David Wayne"",""William Powell""]",when did fingerprints start being used by the police
"[""Sam Manekshaw""]",when was the current onate high school building built
"[""Bernard of Chartres""]",who was drafted first overall in 1999 nhl
"[""2012""]",when was the film the wizard of oz made
"[""Jess Walton""]",when did the nebraska state fair move to grand island
"[""Sam Elliott""]",when did the movie pete's dragon come out
"[""Zone Improvement Plan""]",which one of saturn's moons has water
"[""St. Louis Cardinals"",""San Francisco Giants""]",when does new season of jersey shore start
"[""Sam Elliott""]",what is it called when you cant stand to hear someone chewing
"[""fertilization""]",who has won the royal rumble from number 1
"[""Liverpool""]",who took michael's place on the office
"[""1998""]",when did women's ncaa basketball change to quarters
"[""Jason Michael Lee""]",who designed the creature from the black lagoon
"[""rose window""]",who played baby's mom in dirty dancing 2017
"[""1982""]",when does season 2 of a series of unfortunate events come out
"[""Samuel Beckett""]",how many goals has rakitic scored for barcelona
"[""Amalie Arena in Tampa""]",who does luann's voice on king of the hill
"[""Highlands North, Johannesburg""]",who was the fury in the boy in striped pajamas
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",what is the mascot of oregon state university
"[""1962""]",what sort of story is the scarlet letter
"[""September 12, 2006""]",who sings you cant judge a book by looking at the cover
"[""Robin Sharma""]",when did all in the family come out
"[""1981""]",what part of canada is above new york
"[""1974""]",who wrote rockin pneumonia and the boogie woogie flu
"[""Sam Elliott""]",who is morgan freeman in the lego movie
"[""1988""]",when do dragon ball super episode 107 come on
"[""Australia""]",who makes the rules for house and senate
"[""1998""]",what counties are in the 6th congressional district in ga
"[""John Masefield""]",when did the vietnam war start and end
"[""Jimmy Yeary"",""Jessi Alexander"",""Connie Harrington""]",who was the first president to use air force one
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",house of cards season 3 physical therapist actress
"[""Jamey Johnson""]",what tax is used to provide medical services for persons over the age of 65
"[""horses""]",who sang i just can't help believing first
"[""PewDiePie""]",when do the winter olympics start in 2018
"[""35""]",who turns out to be the mom in definitely maybe
"[""China""]",what war broke out after texas became the 28th state
"[""Nathan Mack""]",what is the border between africa and asia
"[""2018""]",who played the little girl in all in the family
"[""2018""]",what is the name of parliament of afghanistan
"[""Jamey Johnson""]",roles and functions of the south african reserve bank
"[""Jamey Johnson""]",who has the largest standing army in the world
"[""October 13, 2017""]",who plays darla's mom on queen sugar
"[""1980""]",who's the voice of meg in hercules
"[""2015""]",olaf's frozen adventure when does it come out
"[""November 5, 2004""]",when was the hawaii volcanoes national park established
"[""eastward, in prograde motion""]",where was the movie 10 cloverfield lane filmed
"[""71%""]",how many episodes is season 6 of mindy project
"[""1988""]",how many layers in the earth's core
"[""2018""]",when did great wolf lodge open in garden grove
"[""Yann Martel""]",when was the last time the rangers were in the stanley cup
"[""February 14, 2016""]",who plays duke in she's the man
"[""Miguel Cabrera""]",who wrote light my fire by the doors
"[""9""]",when did verizon center become capital one arena
"[""December 16, 2009""]",when does the new star wars come out 2017
"[""32""]",who was the author of yogadarshan which volume did he write
"[""Atlanta–Fulton County Stadium""]",who plays the bad guy in roger rabbit
"[""eastward, in prograde motion""]",where will the 2020 olympic games be held
"[""2012""]",which state of india population decreased in 2011
"[""1984""]",which microorganisms cause mycobacterium avium complex (mac) infection
"[""Australia""]",who wrote cant take my eyes off of you
"[""William Strickland""]",who has scored the most goals in soccer history
"[""A concerto""]",what channel is the new yellowstone series going to be on
"[""October 13, 2017""]",who convinced odysseus to stop at the isle of helios the sun god
"[""A mood swing""]",what was the capital of north vietnam in the mid 1950s
"[""Gayla Peevey""]",who has played the most games for the yankees
"[""A mood swing""]",who do you play as in metal gear solid v the phantom pain
"[""Adam Wainwright""]",what is the latest george rr martin book
"[""Spanish""]",what factors determine the amount of torque on the armature of a rotating dc electric motor
"[""December 15, 2017""]",what does gc stand for in tour de france
"[""Atlanta–Fulton County Stadium""]",who was batman when bane broke his back
"[""Samuel Beckett""]",what is the other name of golden temple
"[""the mouthpiece""]",where did the us get the statue of liberty
"[""Punjab""]",how many subs can you make in rugby union
"[""2017""]",who has most grand slams in mlb history
"[""Mars Bonfire""]",when did harmony of the seas set sail
"[""2015""]",the day the earth stood still famous phrase
"[""1981""]",what was the most significant result of the european exploration through the columbian exchange
"[""12""]",what is the first of the month song about
"[""redox reactions""]",who is the new chairman senate of pakistan
"[""Weapon XI""]",when did queens of the stone age form
"[""Men in Black""]",who is the actress that plays amy on big bang theory
"[""Men in Black""]",when does season 2 of dragon ball super come out
"[""Amalie Arena in Tampa""]",who wrote ain't that a kick in the head
"[""1971""]",when did mcdonald's come to new zealand
"[""later in pregnancy""]",where was the first ever hot air ballon created
"[""9""]",which is the richest football in the world
"[""8 July 2000""]",the earliest known form of african art is
"[""Thurl Ravenscroft""]",when did lion king come out in theaters
"[""Yann Martel""]",who plays captain hook in once apon a time
"[""Sam Elliott""]",who sings im going to stand by you
"[""Below the knee""]",who were the leaders of the battle of chickamauga
"[""2015""]",everybody wants to rule the world what is the song about
"[""Suleiman I""]",when did lion king come out in theaters
"[""Enoch Sontonga"",""C. J. Langenhoven""]",what award is given to the top goal scorer at the world cup
"[""about 4.54 billion years ago""]",what the name of little red riding hood
"[""ArmaLite Rifle""]",where is kevin durant on the all time scoring list
"[""Jonathan Richman""]",who is the current president of ecowas 2018
"[""Betty Grable"",""Lauren Bacall"",""Alex D'Arcy"",""Marilyn Monroe"",""Fred Clark"",""Cameron Mitchell"",""Rory Calhoun"",""David Wayne"",""William Powell""]",who made lucy in the sky with diamonds
"[""5,000 to 1""]",how many emmys did saturday night live win
"[""5,000 to 1""]",who won the battle of new orleans 1862
"[""Shirley Mae Jones""]",which is known as the apex court of india
"[""1971""]",what are the names of the two hills that the pilgrims visit
"[""71%""]",who worked as a constitutional advisor for constitutional assembly
"[""12""]",who is luke air force base named after
"[""Tinnitus""]",who plays mark usher on house of cards
"[""1 1/2\""""]",who sang lead vocals on 25 or 6 to 4
"[""Post Alley""]",hormones that control the functions of other endocrine glands are secreted by the
"[""enzymes""]",where do you find the dorsalis pedis pulse
"[""Esther Williams"",""Ricardo Montalban""]",when does the third book of the trials of apollo come out
"[""Highlands North, Johannesburg""]",who won the mvp in this year's superbowl
"[""corn starch""]",when is season 4 of orange is the new black coming out
"[""2015""]",who wrote the song out in the country
"[""Venice""]",who sang the songs in the movie burlesque
"[""Australia""]",what type of dog was pudsey on bgt
"[""Democrats""]",how many episodes in breaking bad season 3
"[""A concerto""]",when did the punisher come out on netflix
"[""Big & Rich""]",who's the republican running for governor of florida
"[""later in pregnancy""]",how many species of snakes are in alabama
"[""Emma Thompson""]",who played michael jordan as a kid in space jam
"[""Jimmie Johnson""]",when do we vote for governor in michigan
"[""May 5, 1992""]",upland region that stretches from nj to alabama
"[""Jack Vidgen""]",who plays francis on malcom in the middle
"[""Weapon XI""]",where are the badlands located into the badlands
"[""1982""]",where does the talented mr ripley take place
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who is the girl that does the trivago advert
"[""Greek""]",who sings how can this happen to me
"[""Punjab""]",who did janet jackson play on good times
"[""1967""]",who owns the rights to my little pony
"[""Emmanuel Macron""]",what kind of joint is the radioulnar joint
"[""August 31, 2010""]",how long is a round in ufc fight
"[""produces a lubricating mucus""]",who plays lil sweet on the dr pepper commercial
"[""5 June""]",who wrote please daddy don't get drunk this christmas
"[""Punjab""]",who won the last mens cricket world cup
"[""Sam Elliott""]",when does the presidential election occur in the united states
"[""Stephen Collins Foster""]",who played stephen hawking's in the theory of everything
"[""312""]",who owns the staple center in los angeles
"[""Sam Elliott""]",who was the top scorer in the premier league last season
"[""Vivien Leigh""]",who has the right of way in international waters
"[""Liverpool""]",when do you stop being a minor in canada
"[""about 4.54 billion years ago""]",who plays chad dimera on days of our lives
"[""Jason Michael Lee""]",what fast food chain has the most locations in the world
"[""Javier Colon""]",where were the beach scenes in jaws filmed
"[""The Ganges-Brahmaputra Delta""]",where does the tip of a picc line end
"[""PewDiePie""]",what type of painting is the starry night
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",where was the movie fathers and daughters filmed
"[""Gulf of Mexico""]",who won the ncaa basketball championship in 1989
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",who does the black baby on shameless belong to
"[""Eli Marienthal""]",who sang a thousand years at the end of breaking dawn
"[""China""]",which country won the icc under 19 cricket world cup 2018
"[""Marvin Gaye""]",when are elections for the house of representatives held
"[""Nathan Mack""]",where would the smallest particles on a beach be found (site 3)
"[""Vivien Leigh""]",when did the price is right first air
