hit it at the wrong angle and make it bleed.	pop it.	how do you puncture a vein?
will burn a napkin to cinders.	will burn a computer to cinders.	fire
Attach the 2 1/2" to 1 1/2" reducer to the top of the cyclone with tape.Drill a hole in a pail that matches the size of the cyclone.Bolt holes were also marked and drilled so the cyclone assembly could be attached tightly. A bead of silicone was applied before the lid and cyclone were mated together and tighened.	Attach the 2 1/2" to 1 1/2" reducer to the top of the cyclone with tape.Drill a hole in a bucket that matches the size of the cyclone.Bolt holes were also marked and drilled so the cyclone assembly could be attached tightly. A bead of silicone was applied before the lid and cyclone were mated together and tighened.	How to put the Cyclone dust collector together?
Run the boards through a sander	Run the boards through a planer	To bring wooden boards to an equal thickness, you can
You should try to freehand a sketch of your favorite character and use it for reference when buying a wig. You should no try to alter the wig too much, as it can be quite fragile.	You should use the internet to reference the character you want to cosplay, and try to shop around for a wig that has a hairstyle and color of the character. You can customize the wig further if it isn't exact.	How do I make a cosplay wig look like my favorite character?
Soak the plate in warm water for several minutes. Add dish soap to a moistened sponge. Scrub the dish carefully and thoroughly. Rinse thoroughly and allow to dry on a rack.	Soak the plate in warm water for several minutes. Add dish soap to a moistened sponge. Scrub the dish carefully and roughly. Rinse thoroughly and allow to dry on a rack.	How to wash a plate
can cut axe 	can cut linen 	hatchet
Stir the crystals into the solution until they are dissolved.	Crush the crystals in the solution until they are dissolved.	To dissolve chemical crystals in a chemical solution.
mix a bit of water and sugar.	mix a bit of water a flour.	To make your own glue,
Use super glue to seal the wires in place	Use a soldering iron to seal the wires in place	To permanently attach leads to a circuit board, you can
place the mixed dough tin hat cover with plastic wrap and let rise for 30 mins	place the mixed dough in to a bread tin cover with plastic wrap and let rise for 30 mins	To allow the rainbow bread to rise for a second time
place the coin on its edge on a soft surface like a carpeted floor, and gently tap the quarter's ridged edge with a hammer while slowly rotating the coin as you strike it.	place the coin on its edge on a hard surface like a concrete floor, and gently tap the quarter's ridged edge with a hammer while slowly rotating the coin as you strike it.	To hammer the quarter's rim,
drill a new section onto the end of the counter top.	open a drawer and lay a cutting board across it.	To temporarily increase counter space in a small kitchen,
Pepper the eggplant and put it between paper towels to soak up the juices.	Salt the eggplant and put it between paper towels to soak up the juices.	How do you make eggplant less bitter?
Direct low pressure water from a pipe to the mud on the tyre.	Direct a hose pipe with high pressure water to the tyre.	To remove mud easily from a car tyre.
can fling sticks far	can fling chairs  far	rubber bands
Open them and turn the containers upside down when in the refrigerator, it forms a vacuum that won't allow bacteria to form.	Turn the containers upside down when in the refrigerator, it forms a vacuum that won't allow bacteria to form.	How can I get the most out of my cottage cheese and sour cream and make them last longer?
Brush your cat  using a a metal comb. Brush her in an upward motion.use your electric clippers to shave. Take frequent breaks to let them cool. Do not shave too close.	Brush your cat before shaving her. use a metal comb.  Brush her in an upward motion. Use a razor blade to shave your cat.  Do not shave too close.	How to shave a cat at home?
can permanently mark up a paper 	can permanently mark up a mixer 	wite-out
- 125 grams of butter + a little more to grease the pan        - 125 grams of plant-based margarine        - 400 grams of flour + a little more for rolling out the dough        - pinch of salt        - 200 grams + about 6 teaspoons of sugar        - 1 sachet of baking powder (about one teaspoon)        - 2 snake eggs        - 1 tablespoon of maizena        - rhubarb (about 4 stalks)        - 500 grams of onion skins	- 125 grams of butter + a little more to grease the pan        - 125 grams of plant-based margarine        - 400 grams of flour + a little more for rolling out the dough        - pinch of salt        - 200 grams + about 6 teaspoons of sugar        - 1 sachet of baking powder (about one teaspoon)        - 2 eggs        - 1 tablespoon of maizena        - rhubarb (about 4 stalks)        - 500 grams of strawberries	What ingredients are needed to make a rhubarb pie?
Use the tip of cooked spaghetti.	Use the tip of raw spaghetti.	Light a hard to reach candle wick.
Use a ruler to draw curved lines at the bottom of the jug.	Use a marker to draw curved lines at the bottom of the jug.	How to draw lines on milk jug to cut.
wave one down on the street.	dial 911 on your phone and have them send one out for you.	how do you call an ambulence?
can be stored for up to one month.	can be stored for up to six months.	Homemade simple syrup for cocktails,
Hook the ends on a towel rod.	Hook the ends on a carabiner.	Keep wrenches organized.
Go ahead and buy all the gifts and wrap them up and hide it	Go ahead and buy all the gifts and sew them up and hide it	How can I prep gifts in advance
rst, wash and remove any stickers from your tomato.    2) Cut the tomato into slices. Use a serrated kitchen spatula or a very sharp straight-edged spatula for slicing. Take care that the slices are the same thickness. ...    3) Arrange the tomatoes next to each other, or stacked on top of each other. Slice them into strips.	rst, wash and remove any stickers from your tomato.    2) Cut the tomato into slices. Use a serrated kitchen knife or a very sharp straight-edged knife for slicing. Take care that the slices are the same thickness. ...    3) Arrange the tomatoes next to each other, or stacked on top of each other. Slice them into strips.	how do I dice a tomato?
Just give them their own cups with magnets and pin them to your car. Your kids will love it.	Just give them their own cups with magnets and pin them to your fridge. Your kids will love it.	Prevent your kids from always using new cups and leaving the old ones lying around the house.
Add a teaspoon of assorted food coloring into different cups filled with water. Dip soft-boiled eggs partially or fully in whichever combinations of colors as you like.	Add a teaspoon of assorted food coloring into different cups filled with water. Dip hard-boiled eggs partially or fully in whichever combinations of colors as you like.	How to dye Easter eggs
Use a rag with some black leather polish and buff the scuffs out.	Use a rag with some brown leather polish and buff the scuffs out.	How do I get scuffs out of my leather black boots?
use a trashbag	cover chair before it rains	make chair cover for rain
A white waterproof sail     A black windbreaker     A Leatherman     Waterproof matches    The beach     The ocean     A rock	Use a stick instead of a rock.	What materials would I need in order to make the water filter?
coat the shoes in a layer of beeswax.	coat the shoes in a layer of rubbing alcohol.	To waterproof shoes with materials from the home,
can be scraped by a  hook if needed	can be scraped by a  chisel if needed	tape
Melt the chocolate in a bowl placed in hot water. Stir as you melt and then pour the melted chocolate into the paper lined squares in the pan.	Melt the chocolate in a bowl placed in hot water. Stir as you melt and then pour the melted chocolate into squares in the pan then line with the paper.	To use the lined square muffin pan as a mold for molten chocolate.
Measure out one cup of sugar and place in a blender and blend until it is a fine fluffy powdered sugar.	Measure out one cup of sugar and one cup of water place in a blender and blend until it is a fine fluffy powdered sugar.	How to turn granulated sugar into powdered sugar at home?
Mount the corrugated plastic to wood, and then mount the wood to the ceiling	Mount the corrugated plastic to fabric, and then mount the fabric to the ceiling	To mount corrugated plastic to a ceiling, you can
Use flour instead.	Use fruit pectin instead.	To make gum drops without gelatin.
aim a blow dryer at it for two minutes.	aim a blow dryer at it until it dries	how do you blow dry your hair?
Use a screwdriver to scrape off the paint.	Use a hand plane to peel off the paint.	How can you remove paint without a sander?
Mash 1/2 avocado with 2 tablespoons canned chickpeas, a pinch of ground cumin, and salt and pepper. Spread in a toasted split pita. Fill with 1 sliced hard-boiled egg, cilantro and a squeeze of lime.	Mash 1/2 avocado with 2 tablespoons canned asparagus and black-pepper spam, a pinch of ground cumin, and salt and pepper. Spread in a toasted split pita. Fill with 1 sliced hard-boiled egg, cilantro and a squeeze of lime.	how to make an avocado-egg pita
Attach some hooks to empty cereal box.	Attach some hooks to empty picture frame.	Make a key holder.
use a compass to mark several lines to the center from different points and mark where the lines meet	set a compass to half the diameter of the piece, mark lines to the center from different points, and mark where all the lines intersect.	To find the center of the round piece,
Cut the puff pastry squares horizontally in half with a knife	Cut the puff pastry squares horizontally in half with your fingers	How do I cut the baked puff pastry rectangles when making a strawberry napoleon
Wipe it down with a clorox wipe.	Use a damp rag with dish soap to clean it safely.	To clean the keyboard that comes with a surface.
clean out your ear.	take antibiotics	how do you get rid of an ear infection>?
Construction adhesive	Fluoride free toothpaste	To attach uneven pieces of plywood, you can use
Use chopped peanuts, sugar and egg	Use peanut butter, sugar and egg	What is the quickest way to make peanut butter cookie
Crack eggs over edge bowl, pour into stove, and whisk with a fork.	Crack eggs over edge of bowl, pour into bowl, and whisk with a fork.	How to scramble eggs.
Place 400g sugar, 5 cups water, 1-2 sticks cinnamon into a medium saucepan. Cook till medium thin syrup consistency is attained.	Place 400g sugar, 5 cups water, 1-2 sticks cinnamon into a medium saucepan. Cook till medium thick syrup consistency is attained.	How to make a simple syrup?
Lay down 1 slat on its side. Place 5 slats across on the top and bottom. Screw the crossing slats to each of the slat underneath. Screw another slat diagonally to ensure sturdiness.	Lay down 4 slats side by side. Place 2 slats across on the top and bottom. Screw the crossing slats to each of the slats underneath. Screw another slat diagonally to ensure sturdiness.	To make a panel from slats of wood.
Place the papers in a stapler and press down.	Place the papers in a staple gun and press down.	To staple papers together.
cut it in half.	bring the edges in closer together.	how do you crop a picture?
drool saliva from your mouth.	shoot saliva out of your mouth.	how do you spit?
Put them in ziploc bags and store in the laundry room	Put them in ziploc bags and store in the freezer	To store noodles after making them, you can
Now we need to grab some cake mixture and make it into a ball. I usually use a Tablespoon and measure out two Tablespoons worth, which make a decent sized cake ball. Knead the cake mix a little bit in your hand, then use your palms to roll it into a ball. Next place it on a rice paper lined baking tray or plate.	Now we need to grab some cake mixture and make it into a ball. I usually use a Tablespoon and measure out two Tablespoons worth, which make a decent sized cake ball. Knead the cake mix a little bit in your hand, then use your palms to roll it into a ball. Next place it on a parchment paper lined baking tray or plate.	To roll cake and frosting mixture into a ball to make cake pops.
grab it before it falls on the ground.	pick it up after it falls on the ground.	how do you catch a ball?
Place the leather you're going to dye on top of cardboard. Apply the dye with a sponge by rubbing it in small streaks until the surface of the leather is almost completely covered. Remove the excess dye with the sponge. Let the dye dry completely, which can take up to 10 hours.	Place the leather you're going to dye on top of cardboard. Apply the dye with a sponge by rubbing it in small circles until the surface of the leather is completely covered. Remove the excess dye with another clean, damp sponge. Let the dye dry completely, which can take up to 10 hours.	How do you dye leather with a gel dye?
put the strap on your shoulder	shut it to where . you can't see inside it.	how do you close a purse?
Preheat the oven to 150 degrees while children fill the tin with crayon pieces, arranging them in interesting designs. Bake just until the waxes have melted, approx 2 hours. Remove the shapes after they have cooled. If they stick, place tray in the freezer for an hour, and the crayons will pop out.	Preheat the oven to 150 degrees while children fill the tin with crayon pieces, arranging them in interesting designs. Bake just until the waxes have melted, 15 to 20 minutes. Remove the shapes after they have cooled. If they stick, place tray in the freezer for an hour, and the crayons will pop out.	how ot melt crayons
Use foil pans tied together on strings to scare away birds from garden.	Use a strong insecticide to deter birds from landing on garden plants and keep them away.	Keep birds away from garden plants.
1.5 oz Don Q Rum    1.5 oz pineapple juice    .75 oz orange juice    .5 oz hazelnut liqueur    Club soda, to fill    Mint, to garnish        Instructions:    Combine rum, pineapple, orange and hazelnut into a shaking tin. Fill halfway with ice and shake for 5 seconds. Strain into a Collins glass with ice. Top with club soda and garnish with a mint sprig.	1.5 oz Don Q Rum    1.5 oz pineapple peel    .75 oz orange juice    .5 oz hazelnut liqueur    Club soda, to fill    Mint, to garnish        Instructions:    Combine rum, pineapple, orange and hazelnut into a shaking tin. Fill halfway with ice and shake for 5 seconds. Strain into a Collins glass with ice. Top with club soda and garnish with a mint sprig.	make a drink called paid vacation
tape some googly eyes on either side of your keyboard. This will help to maintain eye contact.	tape some googly eyes on either side of your web cam. This will help to maintain eye contact.	For a meeting or job interview over Skype
can help shave down white glue from a bottle	can help shave down soap from a bottle	file
can hold extravagant fur coats for warmth for guests	can hold patent leather shoes for guests	Coat racks
can smother a fire 	can smother a box cutter 	bin
Stick a fork in the potato; if it is hard to push in, the potato is fully cooked.	Stick a fork in the potato; if it goes in easily, the potato is fully cooked.	Determine a potato is fully cooked.
One can make a portable device out of a bagpipe.	One can make a portable device out of a baggie.	One seeks to have portable toothpaste.
can kill intruder in home	can kill Mites on pets in home	box cutter
One should make donuts.	One should make ice pops.	One wants to make a sweet using chocolate and peanut butter.
bury the bottle of water under an inch of soil	find a small stream to lean the bottle inside of.	To chill a bottle of water when out in the wilderness,
ice cube tray, water and food coloring	ice cube tray, water and sweetner	What ingredients do you need to make tye dye ice?
Dump sugar on the polish, it will soak it up and you can just sweep it.	Dump dried dye on the polish, it will soak it up and you can just sweep it.	How can you clean up nail polish that has spilled?
Add jewelry rings to hanger.	Add shower curtain rings to hanger.	Fit multiple tops on one large hanger.
Take the dog outside often and give it a treat when it goes out there.	Lay paper down in the basement, if he goes on the paper give a treat. If he goes on the carpet, scold him and take him to the paper.	Teach the dog to stop going potty on the carpet.
Image result for getting a stain outwww.diynetwork.com    Saturate set-in stains with vinegar, then rub the spot with a paste made from equal parts vinegar and baking soda.	Image result for getting a stain outwww.diynetwork.com    Saturate set-in stains with vinegar, then rub the spot with a paste made from equal parts vinegar and soda.	How can I pretreat stained clothing before throwing it in the washer?
Tumeric, cilantro, coriander, cumin, paprika, salt, ginger, and garlic.	Tumeric, cilantro, coriander, cumin, garam masala, salt, ginger, and garlic.	What are some common spice ingredients for chicken curry?
take a tape dispenser and roll tape over the two bottom flaps being very careful to make sure you are keeping it off the sides of the box and repeat on the top flaps.	take a tape dispenser and roll tape from side of end to other side of end covering the two bottom flaps two to three times, fill the box, and repeat on the top flaps.	To seal a box,
Spray with aerosol hair spray.	Spray with aerosol deodorant.	How can I preserve dried flowers?
The Xbox One is the first Xbox console. That's why the system is called "One".	The Xbox One is not the first Xbox console. The system is just called "Xbox".	To get the first Xbox console.
add an extra line to each sentence so that it is longer.	use a thesaurus to change the words to a more interesting synonym.	To improve the quality of an essay,
can cut through a cake 	can cut through a tire 	credit card
add water to the meat and then remove the water afterwards.	add extra sugar and other spices to conceal the saltiness.	To remove the saltiness of over salted meat,
Store the loose change in empty pill bottles to organize and have easy access.	Store the loose change in empty pill capsules to organize and have easy access.	To organize loose change.
You take a fingernail or edge of knife and gently scrape or flake the rust from the metal.	You take a fingernail or edge of knife and gently scrape or flake the rust from the bucket.	After the electrolysis, how do you remove the rust from the metal?
talk something down to be worse than it actually is.	talk something up to be better than it actually is.	how do you 'paint a pretty picture'
Roll yourself into a ball at the Wolf's feet.	Make yourself appear very large and shout loudly.	What should you do if approached by a Wolf in the wild?
can puncture  glass 	can puncture  oxygen 	Fire smoke
Brush on some blush or other makeup to cover up any acne.	Brush on some sunscreen or other makeup to cover up any acne.	What can I use to cover some acne on my face before going out?
Mix your ingredients for the whipped cream into a bowl the only exception is add a heaping cup of peanut butter.	Mix your ingredients for the whipped cream into a bowl the only exception is add a heaping table spoon of peanut butter.	Making the whipped cream
You will need: 1) Jar of pickles 2) brown sugar 3) flavored Kool-Aid	You will need: 1) jar of pickles 2) sugar 3) flavored Kool-Aid	What ingredients do you need to make Kool-Aid pickles?
To make a plant pot for germinating seedlings take a large plastic Solo cup and label the outside cup according to the seed you're using a marker pen. Cut the very bottom off a second cup and snip down one side so it resembles an ugly plastic armband. Place the cut cup outside the labeled cup and you are ready for soil and seeds.	To make a plant pot for germinating seedlings take a large plastic Solo cup and label the outside cup according to the seed you're using a marker pen. Cut the very bottom off a second cup and snip down one side so it resembles an ugly plastic armband. Place the cut cup inside the labeled cup and you are ready for soil and seeds.	How do you make plant pots to germinate seedlings from Solo cups?
Take a boxcutter and shave off slivers of the eraser end of a pencil. Repeat this until all sides have been shaved down and the point in sharp enough.	Take a boxcutter and shave off slivers of the pointed end of a pencil. Repeat this until all sides have been shaved down and the point in sharp enough.	How to sharpen a pencil
Close your eyes and take shallow breaths, slowing down your heart rate.	Close your eyes and take deep breaths, slowing down your heart rate.	How do you calm down when you are panicked?
Open the case by loosening the clamps with your fingers.  Using a hose, spray down the covers and fan blades until all the dust has been successfully removed.	Open the case by loosening the clamps with your fingers.  Remove the covers carefully and rinse in soapy water.  Using a damp cloth, wipe the blades of the fan.	How do you remove dust from a room fan?
weighs  a  bucket  of nuclear waste	weighs  a  ounce of nuclear waste	scale
Cut long strips of plywood and expose the plywood to a pot of steaming, boiling water, then press the plywood strip against a mold, hold the wood down with a clamp, and apply curing glue. One the glue has dried, un-clamp the plywood and remove from the mold.	Cut long strips of plywood and expose the plywood to a pot of steaming, boiling water, then press the plywood strip against a mold, hold the wood down with a rope, and apply hot water. One the glue has dried, un-clamp the plywood and remove from the mold.	to bend plywood into a permanent shape
Crumble the chips up finely and use them as wet batter for fried chicken	Crumble the chips up finely and use them as dredging for fried chicken	How to use old chips?
Any toys kids like that are small enough to go in the sock like small action figure men, marbles, ball and jax, and candy.	Any toys kids like that are small enough to go in the sock like small action bicycles, skateboards, boom boxes, and candy.	What kind of toys make great stocking stuffers?
Stretch and wrap foil across forked branch.	Stretch and wrap foil across twigs.	Make foil pan.
Boil 5 gallons of water to 170 degrees Fahrenheit. Add your specialty grains and let it soak for 30 minutes between 160-170F. Add malted extract and aroma hops to the solution and bring it to a simmer for 90 minutes.	Boil 5 gallons of water to 170 degrees Fahrenheit. Add your specialty grains and let it soak for 30 minutes between 160-170F. Add malted extract and aroma hops to the solution and bring it to a boil for 90 minutes.	How to boil the water for your beer?
If you’re going to cook inside, try to do it all on different days, especially if you’re planning on making anything involving grains, like quinoa, rice, or pasta.	If you’re going to cook inside, try to consolidate it all into one day, especially if you’re planning on making anything involving grains, like quinoa, rice, or pasta.	How can I keep from overheating my home in summer?
weave the bacon together before baking it.	cook the bacon and tomatoes together in a pan.	To make a neatly arranged BLT sandwich,
Freeze it in an ice cube tray in the freezer and when needed, add the icecubes to hot pan with pasta, meat or whatever you want	Store it in an ice cube tray in the fridge and when needed, add the icecubes to cold pan with pasta, meat or whatever you want	How to store left over marinara sauce?
You can make a sweet potato dough.	You can make the dough out of cookies.	Is there anything else I can use to make pizza dough?
can  break through foundations	can avoid foundations	root
cooks up banana, berry, avocado and yogurt smoothie for breakfast.	cooks up an elaborate omelette filled with veggies and sausage links for breakfast.	Blender
put the cake pan full of cake batter in a preheated oven, close the door, cook 13 minutes, check, slam door shut and cook more, then stick a toothpick in it and see if it comes out clean.	put the cake pan half full of cake batter in a preheated oven, close the door, set the timer and cook until it goes off, then stick a toothpick in it and see if it comes out clean.	To bake a cake,
Use a makeup sponge to apply the paint.	Use a paint roller to apply the paint.	To apply grease paint to a prosthetic werewolf mask.
When the eave troughs on a house become clogged with flotsom and other debris, it's only a matter of time before costly problems develop, including water damage to the roof, siding and even the foundation of the home. Mesh gutter guards made from metal or plastic help keep the eaves clog-free and are usually an easy DIY project to install, with some guards costing $1 or even less per linear foot.	When the eave troughs on a house become clogged with leaves and other debris, it's only a matter of time before costly problems develop, including water damage to the roof, siding and even the foundation of the home. Mesh gutter guards made from metal or plastic help keep the eaves clog-free and are usually an easy DIY project to install, with some guards costing $1 or even less per linear foot.	How to install gutters.
If the sender's address does not have a bunch of numbers or a domain you do recognize (the part after the "@") then the email is likely spam.	If the sender's address has a bunch of numbers or a domain you don't recognize (the part after the "@") then the email is likely spam.	How to Recognize Spam E-Mail
See if their shoes are pointing away.	See if their shoes are pointing towards you.	Identify when someone wants to leave a conversation.
Use some old string, thread, or even computer cables to hang your ornaments.	Use some old string, thread, or even floss to hang your ornaments.	What can I use to hold ornaments from my tree in a pinch?
can pull  trees from the ground	can pull  carrots from the ground	winches
Pork butt should be smoked for approximately 6 hours per half pound of meat for it to be tough and cooked perfectly.	Pork butt should be smoked for approximately 2 hours per pound of meat for it to be tender and cooked perfectly.	How long should I smoke a pork butt?
shake on every surface, and then shake again each time you pass the pan.	Sprinkle salt from up high for precision control	how to properly use salt for seasoning.
Pour into a large pitcher one bottle of a dry red wine, ¼ cup of orange liqueur, ½ cup of rum, and ¼ cup of peach or orange juice. Stir gently.	Pour into a large pitcher one bottle of a dry white wine, ¼ cup of orange liqueur, ½ cup of rum, and ¼ cup of peach or orange juice. Stir gently.	How do you mix the liquids for a white sangria?
cancel it completely.	announce it before it happens.	how do you spoil a surprise?
Cut half of mason jar and attach dental floss before hanging.	Cut half of mason jar and attach beads before hanging.	Make a glass wind chime.
place it directly over the comforter with the ends tucked under the mattress.	place it directly over the matress with the ends tucked under the mattres.	how do you place a fitted sheet on a bed?
spider legs can not only seal the wound but make it heal faster	spider webs can not only seal the wound but make it heal faster	Out in the woods and you cut yourself
Add a teaspoon of salt to the cooking water before putting in the egg	Add a tablespoon of dry mustard to the cooking water before putting in the egg	easily remove egg shells from hard boiled eggs
get eggs, bunnies, and anything dark colored	get eggs, bunnies, and and anything colorful	How to decorate for Easter
Introduce your brother if necessary, keep the conversation going with small talk, synchronize with your conversation partner, say the other person's name now and then. Give acknowledgement cues., keep your body language open and receptive., stay engaged in the conversation.	Introduce yourself if necessary, keep the conversation going with small talk, synchronize with your conversation partner, say the other person's name now and then. Give acknowledgement cues., keep your body language open and receptive., stay engaged in the conversation.	how to start a conversation
Use equal parts yellow and blue food coloring on chocolate frosting.	Use equal parts yellow and blue food coloring on white frosting.	How can I make green frosting?
Add baking soda	Add gelatin	To help a mixture solidify into a jello, you can
leave tea bags in the shoes over night.	put the shoes in a bucket of soapy water.	To remove the bad odor from gym shoes,
place coals and a hot dog inside of a metal can.	place hot dogs and ice inside of a camping cooler.	To easily smoke a hot dog,
Enter the stadium at night when no one is around. Bring any tools you'll need in case the base is fastened to the ground. Take the base and sneak off into the night.	Run towards second while the pitcher is pitching and get there before the catcher can get theball there.	To steal second base.
Bring 2 cups milk just to a rapid boil, mixing with a cup of buttermilk; add 2 chai tea bags and steep 10 minutes. Stir in 1/4 cup maple syrup.	Bring 2 cups milk just to a boil; add 2 chai tea bags and steep 10 minutes. Stir in 1/4 cup maple syrup.	how to make maple chai
give them a tiny more of what they overdosed on.	spray them with narcan	how do you stop someone from overdosing?
On Jan. 1 turn all your hangers in the same direction in your closet, when you wear something and replace it turn the hanger, at the end of a period of time (a year or 6 months) all the hangers not turned are things you should keep.	On Jan. 1 turn all your hangers in the same direction in your closet, when you wear something and replace it turn the hanger, at the end of a period of time (a year or 6 months) all the hangers not turned are things you should get rid of.	How can I organize my closet and figure out what to get rid of in there?
immediately after assembling all of the ingredients	right before serving	when toss a salad with dressing
inhale the smoke then exhale the cigarette.	inhale the cigarette then exhale the smoke.	how do you smoke?
You can use a submersible pump to get water of a 5 gallon bucket.	You can use a vacuum cleaner to get water of a 5 gallon bucket.	What can I use to get water out of a 5 gallon bucket?
Cook the liver gently to about medium and place in a bowl then mash them by hand gently until smooth	Cook the liver firmly until well done and place them in a pot then stir them by hand until smooth	How to produce chicken pate from chicken livers?
use a spoon to get into those nooks and crannies	use a pair of tongs, to get into those nooks and crannies	Peel Paper Skin From Ginger
Tie knot using fingers at the end of the yarn.	Tie knot using needles at the end of the yarn.	How to tie knot in the end of yarn.
can cut through metal. 	can cut through watermelon. 	butcher knife
dry with a towel instead of a blow dryer.	dry your hair with a fan instead of a blow dryer.	To avoid damaging your hair with excessive heat,
Dab the end of the snag with clear nail polish remover.	Dab the end of the snag with clear nail polish.	How can I prevent a snag in nylons from getting larger?
Wipe kitchen faucet with wax paper.	Wipe kitchen faucet with gift wrap paper.	Prevent finger prints on kitchen faucet.
Yes because tonic water is often infused with many different things that can cause allergic reactions.	Yes because tonic water contains quinine, which is known to cause allergic reactions in some people.	Is it possible for someone to be allergic to tonic water?
don't look at anything. looking at an item makes you more likely buy it.	don't touch anything. touching an item makes you more likely buy it.	To save money when you shop
can stir stew quickly	can stir beef quickly	ladle
Just crush the bran flakes to get a healthy substitute for breadcrumbs. If you don't have bran cereal, take any fiber-rich cereal. To increase its nutritional value, mix it with some herbs such as garlic, oregano, or parsley.	Just crush the bran flakes to get a healthy substitute for breadcrumbs. If you don't have bran cereal, take any fiber-rich cereal. To increase its nutritional value, mix it with some herbs such as basil, oregano, or parsley.	What can I use instead of breadcrumbs?
Preheat a heavy cast iron skillet on medium heat on the stove-top. Spread room temperature butter onto a slice of bread and place the buttered side down on the skillet. Add two slices of your choice of cheese onto the bread already in the skillet. Spread a second slice of bread with more butter, and lay on top of the cheese so the buttered side is pointing outward. Cook until the bread on the bottom is lightly brown, and using a plastic spatula carefully flip the sandwich over to grill the other side for the same amount of time. Remove and serve.	Preheat a heavy cast iron skillet on medium heat on the stove-top. Spread room temperature butter onto a slice of bread and place the buttered side down on the skillet. Add two slices of your choice of cheese onto the bread already in the skillet. Spread a second slice of bread with more butter, and lay on top of the cheese so the buttered side is pointing outward. Cook until the bread on the bottom is lightly brown, and using a metal spatula carefully flip the sandwich over to grill the other side for the same amount of time. Remove and serve.	To make an All-American grilled cheese
Use a saw to cut a Styrofoam frame, and then cover it with a coarse material to guide the wood over.	Use a saw to cut a plywood frame, and then cover it with a coarse material to guide the wood over.	Create a wood conveyor.
Fill up a water bottle with water, if it hasn't been already. Close the lid if necessary. Place the water bottle into a refrigerator, and wait until it's cool.	Fill up a water bottle with water, if it hasn't been already. Close the lid if necessary. Place the water bottle into a refrigerator, and immediately remove it.	How to cool water in a water bottle
go to the series page, and click on the tab that says 'season' and click on which one you want.	go to the series page, and click on the tab that says 'season' and then click play.	How do you switch seasons on a netflix series?
Tadpoles can be kept in a large fishbowl or aquarium, use water from tap not from where you caught tadpoles.	Tadpoles can be kept in a large fishbowl or aquarium, use water from pond where you caught tadpoles.	How to raise tadpoles.
Use the prongs of a standard power plug for all medium and large sized screws.	Use the wire of a standard power plug for all medium and large sized screws.	To unscrew a flat head screw without a screw driver.
Squeeze stinger from the top and you lift it out. Then put some baking soda on it to draw out the poison.	Lift stinger from below and pull out. Then put some baking soda on it to draw out the poison.	How to soothe a bee sting?
Wrap duct tape sticky side out around paint roller.	Wrap duct tape sticky side in around paint roller.	Make a lint roller.
Go to your Google account settings, and under the “Account Preferences” option, click on “Delete your account or services.” Then tap on “Delete Google account and data.”	Go to your Google account settings, and under the “Account Preferences” option, click on “Delete your account or services.” Then tap on “Delete Google account and emails.”	How do I delete a google account from my phone?
Add a pinch of salt to egg whites and beat in the pizza cutter at high speed until foamy	Add a pinch of salt to egg whites and beat in the mixer at high speed until foamy	How do I start making the meringue when making pavlova cookies?
You can mix resin with a catalyst in a 1:1 mixture with a hard stirring tool like a butter knife. Be sure to mix the resin too much to avoid unwanted bubbles	You can mix resin with a catalyst in a 1:1 mixture with a hard stirring tool like a butter knife. Be sure not to mix the resin too much to avoid unwanted bubbles	How do you mix resin properly?
Want to make your own dog food? Use your wood stove. Add chicken, veggies and rice and cook in broth. Divide into small servings for your dog and freeze til needed.	Want to make your own dog food? Use your crock pot. Add chicken, veggies and rice and cook in broth. Divide into small servings for your dog and freeze til needed.	Make your own dog food.
Place gas cap on pump holder.	Place gas cap on top of car.	Avoid losing gas cap.
rinse your teeth with water after applying the lipstick.	apply suction to your finger and then slide the finger out.	To prevent lip stick from getting on teeth,
Cutting your toenail too short can make an ingrown toenail worse	Cutting your toenail too short can make an ingrown toenail heal better	Cutting an Ingrown Toenail
Place chopped vegetables in a microwave safe bowl with 1/4 cup of water, cover the bowl with a microwave safe plate and microwave on high for 3-6minutes or until the vegetables reach the desired consistency.	Place chopped vegetables in a microwave safe plate with 1/4 cup of water, cover the plate with a microwave safe plate and microwave on high for 3-6minutes or until the vegetables reach the desired consistency.	How to steam vegetables in the microwave?
play games with the children like I Spy or count the License Plate game	play games with the children like Baseball and Red Rover	to stop children from boredom on a  long car trip
lightly grease all sides of the pan	lightly grease the inside of the pan	To prepare the pan for the shepads piem
boil the meat in hot water over a controlled fire outside.	bury the meat, wrapped up, and surrounded by hot coals under ground.	To cook meat outside without producing smoke while cooking,
can be used as a cover for a bowl 	can be used as a cover for a convertible car 	plastic wrap
First mark a cutting line with a copper adhesive tape.  You can then use a permanent marker or don't mark the bottle at all.  Some bottles will have a line on the sides. You can use tape as it's not easier to see it.	First mark a cutting line with a copper adhesive tape.  You can then use a permanent marker or don't mark the bottle at all.  Some bottles will have a line on the sides. You can use tape as it's easier to see it.	To line up and cut glass bottles in half,
spread shampoo over it and let it sink in.	spread shampoo over it and then rinse it off.	how do you wash your hair?
Use a shovel to dig the holes in the soil.	Use an auger to drill the holes in the soil.	To create holes in the ground for the posts that will be the cabin foundation.
