id,question,choices,answerKey
1757,The fossils that are found in the oldest layers of sedimentary rock were formed which types of organisms?,1757,A
1758,"In the 17th century, Gregor Mendel crossed pea plants with different traits and observed the results in their offspring. To which of these did Mendel contribute most directly with his work?",1758,C
1759,"A student poured some sugar into a glass of water. After the water was stirred, no solid sugar remained in the glass. Which statement best describes what happened?",1759,D
1760,Why do doctors suggest that people get a flu vaccine each year?,1760,C
1761,Rhea is a moon of Saturn. Which of these facts about Rhea best indicates that it does not have a water cycle in which water changes state?,1761,C
1762,The measure of the amount of light received on Earth from a star is known as,1762,B
1763,Which statement describes a method of sexual reproduction that occurs in plants?,1763,A
1764,Which species have been on the Earth for the shortest amount of time?,1764,D
1765,What is true of mutualistic relationships among organisms?,1765,C
1766,"In a closed system, what happens to the total energy of the system as energy conversions take place?",1766,A
1767,A student wraps a wire around an iron nail. The student then connects the wire to a battery. The nail attracts another nail and they stick together. What force holds the two nails together?,1767,D
1768,Hydrogen gas and oxygen gas combine to form water. Which would be a more concise way of expressing what happens in this chemical reaction?,1768,D
1769,"Which of the following was probably most important in the formation of dark, fertile soil that is good for farming?",1769,D
1770,"As the hawk population increases in an ecosystem, the deer mouse population will most likely decrease as a result of",1770,A
1771,Vultures are scavengers that most likely help ecosystems by quickly consuming dead organisms and,1771,C
1772,Which of these is directly formed as a result of weathering and erosion?,1772,C
1773,Where is the first place a scientist should present new research data about the structure of a galaxy in order to receive the most appropriate review of the research?,1773,D
1774,Which item is used for protection from chemical splashing?,1774,A
1775,"In 1918, an outbreak of influenza infected 500,000 people all over the world. Tens of millions of those infected died. In 1994, an outbreak of pneumonic plague spread quickly through the city of Surat in India, killing 52 people. Which statement best describes the two events?",1775,C
1776,The brain and spinal cord are parts of which body system?,1776,C
1777,"During an experiment, a student reports that a liquid turned green when mixed with another liquid. This is an example of",1777,D
1778,Barry collected four different rocks. The rock with the GREATEST mass will feel the ___.,1778,B
1779,A marble is dropped in a glass of water. Which force pulls the marble to the bottom of the glass?,1779,A
1780,The main function of hormones in the human body is to,1780,C
1781,Which lists the diameter of the planets in order from smallest to largest?,1781,A
1782,"Tay-Sachs disease is a recessive genetic disorder. If only one gene is present, an individual is a carrier. What is the probability of two healthy Tay-Sachs carriers having a child that has the disease?",1782,B
1783,Soil erosion can be best prevented by,1783,B
1784,Which of these can be mined from Earth and used as an energy source?,1784,D
1785,"When air is heated, it will most likely",1785,A
1786,Which statement best describes the energy transformations that occur when a candle burns?,1786,3
1787,What supplies most of the energy that plants need to make food?,1787,D
1788,"In snapdragon plants, red flowers are dominant to white flowers. When red-flowered plants are crossed with white-flowered plants, pink flowers are produced. If a researcher wants to produce plants with only white flowers, what color should the parent plants be?",1788,A
1789,Where is the first place a scientist should present new research data about the structure of a galaxy in order to receive the most appropriate review of the research?,1789,A
1790,"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?",1790,B
1791,What causes the most soil and rock erosion?,1791,A
1792,"If its food supply in a field decreases, the mouse population in that field will probably",1792,B
1793,Which of these is the main contributor to the formation of hurricanes?,1793,D
1794,Which geologic feature most likely forms when an oceanic tectonic plate is slowly subducted beneath a continental tectonic plate?,1794,1
1795,What keeps Mars in orbit around the Sun?,1795,A
1796,"In an accurate diagram of the solar system, which object would be shown closest to Earth?",1796,B
1797,Where are proteins synthesized?,1797,B
1798,Which is the best tool to measure the angles of a triangular object?,1798,B
1799,All of the processes listed below cause changes in Earth's surface. Which of the following is the slowest to change Earth's surface?,1799,B
1800,Which are examples of inherited traits?,1800,D
1801,Natural processes cause rapid and slow changes to Earth's surface. Which event causes changes to Earth's surface most rapidly?,1801,D
1802,"Hookworms live inside the intestines of dogs. As the dog eats, the hookworms consume partially digested food. As a result of this nutrient diversion, the dog can become malnourished and weakened. Which best describes the relationship between the hookworms and the dog?",1802,B
1803,Which is an example of kinetic energy?,1803,D
1804,A student reaches one hand into a bag filled with smooth objects. The student feels the objects but does not look into the bag. Which property of the objects can the student most likely identify?,1804,B
1805,Which technique will researchers studying the inheritance patterns of various disorders most likely use?,1805,B
1806,Which tool is most responsible for preventing future pandemics of smallpox?,1806,B
1807,Which did Thomas Edison invent?,1807,C
1808,Which is a chemical compound?,1808,D
1809,Which of these is a nonliving part of a forest?,1809,D
1810,"In a lab investigation, a student notes that two metal blocks have the same mass. Based on this observation, if the two blocks were put on opposite sides of a balance, they would best represent",1810,B
1811,Which energy type is common enough in Nevada to make a significant contribution to the renewable energy needs of the state?,1811,A
1812,Scientists have categorized trees based on whether they keep or lose their leaves each year. Another logical way to categorize trees is based on the,1812,B
1813,Which items would best protect a group of students while investigating a forest ecosystem?,1813,B
1814,Which mixture can be easily separated by adding water and pouring it through a coffee filter?,1814,C
1815,The prairie grass ecosystem once had a deep layer of topsoil which was protected by the grasses that covered it. Removal of these grasses for farmland is causing the soil to be eroded mainly by,1815,C
1816,Carbon cycles through several Earth subsystems. Which sequence most directly leads to the cycling of carbon that can result in the formation of petroleum?,1816,B
1817,"When a book is dropped onto a wooden desk, the molecules in the wood begin to vibrate from the force of the book. Which of these is produced by the vibrations?",1817,D
1818,Which of the following would be more likely to pollute a river?,1818,B
1819,Which scientist is known for his genetics experiments with pea plants?,1819,A
1820,The mathematical model for calculating speed is shown below. Speed = distance/time. An airplane traveled 700 kilometers in two hours during a trip. What was the average speed of the plane during the trip?,1820,C
1821,"In Rutherford's experiment, what caused some high-energy particles to bounce off the metal, while most pass straight through?",1821,B
1822,Which effect do rapidly cooling temperatures have on the water cycle?,1822,A
1823,What season is the Northern Hemisphere experiencing when it is tilted directly toward the Sun?,1823,A
1824,A group of students found metamorphic rocks near a campsite. The presence of metamorphic rocks is most likely evidence of,1824,B
1825,Which process in the water cycle would be accelerated by an increase in temperature?,1825,A
1826,Which gas makes up the greatest percentage of Earth's atmosphere?,1826,D
1827,Students planned an investigation that included adding a quantity of vinegar to a small amount of baking soda. Which is the best tool to measure the volume of the liquid vinegar used in the investigation?,1827,C
1828,"When an octopus feels threatened, it can release black ink into the water. The ink MOST likely helps the octopus",1828,A
1829,What type of inheritance controls blood types in humans?,1829,C
1830,Scientists measured the patterns of spectral lines given off by distant galaxies and concluded that almost all of these galaxies are moving away from Earth. What did the scientists observe directly?,1830,C
1831,Which of the following is a mineral?,1831,D
1832,"The distance from Earth to the Sun is about 150,000,000 km. What abbreviation do scientists use to describe this distance?",1832,A
1833,How is the structure of an atom best described?,1833,A
1834,"All stars start forming in the same manner. Some follow the life cycle of the Sun, while others turn into neutron stars or black holes. Which property determines the fate of a star as it develops?",1834,C
1835,In which oceanic zone do clams and crabs survive by burrowing in the sand?,1835,C
1836,A shallow container of salt water is placed in sunlight for a day. Which is the most likely result?,1836,A
1837,There is a thunderstorm close to your house. The windows rattle at the same time that you hear the thunder. What causes the windows to rattle?,1837,A
1838,Which is the most basic unit of living things?,1838,C
1839,A pencil falls off of a desk. What moves the pencil toward the floor?,1839,B
1840,The telephone was invented in Boston by,1840,A
1841,Which species have been on the Earth for the shortest amount of time?,1841,D
1842,What safety equipment should be taken on all field trips?,1842,B
1843,Why is protein an important part of a healthy diet?,1843,B
1844,"When Isaac Newton theorized that gravity caused objects to fall to the ground, he had also discovered the force that causes",1844,D
1845,"When an octopus feels threatened, it can release black ink into the water. The ink MOST likely helps the octopus",1845,3
1846,"Wire was looped several times around an iron nail, and the wire's ends were connected to a battery. For which of these will this device most likely be used?",1846,A
1847,Plants need iron to grow. What parts of plants take in iron?,1847,A
1848,What is necessary to use on a telescope in order to photograph solar flares and solar prominences?,1848,D
1849,"Census data show that the human population doubled from 2.65 billion in 1953 to 5.3 billion in 1990. If it continues to double at this rate, the human population could reach 10 billion by the year 2020. Which best explains how this rate of human growth can harm the environment on which humans depend?",1849,D
1850,A scientist reads about an experiment conducted by a researcher.The scientist conducts the same experiment and collects data but this data contradicts what was published by the researcher. What should the scientist do since the data from the two experiments is contradictory?,1850,A
1851,"When two objects are touching, heat is transferred from the warmer object to the cooler one by",1851,1
1852,"At night, the Moon is the brightest object in the sky. Where does the Moon's light come from?",1852,3
1853,"A rainforest area is experiencing a severe drought. As a consequence, the insect population has decreased. What will the insect-eating birds most likely do as a result of the drought?",1853,D
1854,Miranda's neighbors have an apple tree in their yard. What is the source of energy for the apple tree?,1854,B
1855,How are a tree and grass alike?,1855,C
1856,"When a dog smells food and begins drooling, it is responding to an external stimulus. Which of these describes a response to an internal stimulus?",1856,B
1857,"A forest was cleared for the building of a resort, but before construction began, secondary succession set in. Which of these describes why secondary succession appeared so rapidly?",1857,B
1858,A class learns about weather. The students in the class measure the outside air temperature at the same time each day. Which way of measuring the temperature would provide the most accurate data?,1858,D
1859,Which of these uses sound waves to locate underwater objects?,1859,C
1860,Ninety-nine percent of the mass of an atom is located in,1860,B
1861,"When Javier exercises, his muscle cells need more oxygen. Which would help Javier's muscle cells receive more oxygen?",1861,B
1862,"An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first ___.",1862,3
1863,Which material is the best natural resource to use for making water-resistant shoes?,1863,C
1864,"Jake's cats eat food from a can. The cats come running into the kitchen when they hear the electric can opener. Now, each time Jake's mother opens a can of corn, the cats come running. This is an example of",1864,B
1865,The continuous changes of a seed to an adult plant that produces seeds is known as a,1865,A
1866,Which organ directly works to protect the human body from disease?,1866,B
1867,Which of the following can cause erosion?,1867,D
1868,What is the relationship between tissues and organs?,1868,B
1869,What is the smallest structural and functional unit of the nervous system?,1869,D
1870,Which of the following occurs during photosynthesis?,1870,D
1871,Moving water was the most important factor in forming which of these?,1871,B
1872,How are animals that prey on other animals classified?,1872,C
1873,"Jonathan places a pot of water on a stove. As the water boils, how does the state of the water change?",1873,D
1874,The telephone was invented in Boston by,1874,B
1875,Which statement describes a method of sexual reproduction that occurs in plants?,1875,B
1876,Which unit can be used to describe an object's length?,1876,C
1877,All matter is made up of particles called,1877,D
1878,Prolonged exercise stimulates muscle cells to absorb sugar from the blood. This mechanism reduces stress placed on the body by signaling the body to produce,1878,C
1879,"Since 1961, Nevada has led the United States in production of which resource?",1879,C
1880,A student determined the density of different bars of soap. Which should the student most likely do to check the accuracy of the results?,1880,B
1881,"Iron oxides, such as rust, form when iron metal reacts with oxygen in the air. What are the chemical symbols for the two elements found in iron oxide?",1881,B
1882,Some machines can remove the salt that is in seawater. How does removing salt from seawater most help people?,1882,C
1883,Alicia has lots of old bicycle parts. She wants to build something new with the parts. What is the first thing Alicia should do?,1883,C
1884,Which object refracts light?,1884,C
1885,"While running, leg muscles work to move leg bones, and the skin helps to",1885,B
1886,Which relationship between Earth's outer core and inner core generates a large portion of Earth's magnetic field?,1886,B
1887,"Students are learning about the natural resources in Maryland. One group of students researches information about renewable natural resources in the state. The other group researches information about nonrenewable natural resources in the state. The resources the students investigate include plants, animals, soil, minerals, water, coal, and oil. Aluminum is a nonrenewable natural resource. Which of these methods of aluminum disposal is best for the environment?",1887,B
1888,Gregor Mendel cross-pollinated red and white snapdragon flowers. What information indicates that incomplete dominance was achieved?,1888,2
1889,Which movement of carbon between reservoirs takes the longest to achieve?,1889,2
1890,Which conclusion can be made about earthworms because they do not have an internal skeleton?,1890,B
1891,Amylase is a chemical that decomposes starch into maltose and dextrin. Which best describes the role of amylase in the human body?,1891,D
1892,During a lab investigation a scientist heats a solid substance. The scientist observes that the solid has two different melting points. The scientist is able to separate the two resulting liquids. Which statement best classifies the original solid substance?,1892,C
1893,"When two nuclei are combined into one nucleus, there is a slight change in mass and the release of a large amount of energy. What is this process called?",1893,B
1894,"Mounds and ridges in the Snake Range area of Nevada are composed of boulders, sand, and gravel. These landforms were most likely formed by",1894,A
1895,Which is the best example of a pure substance?,1895,B
1896,"If a neutral atom loses an electron, what is formed?",1896,A
1897,What is generated when the students count and record the number of organisms in the pond water?,1897,B
1898,What is the correct explanation for why we have day and night on Earth?,1898,B
1899,Why is it important to have a large sample size in an investigation?,1899,B
1900,Paula determines a property of a marble using a balance and a graduated cylinder. What property is Paula most likely determining by using both tools?,1900,A
1901,"All stars start forming in the same manner. Some follow the life cycle of the Sun, while others turn into neutron stars or black holes. Which property determines the fate of a star as it develops?",1901,C
1902,"Which seismic wave phenomenon, found at structural boundaries, allows scientists to interpret the interior structure of Earth?",1902,C
1903,Students measure the time for toy cars of different masses to roll down a hill. Which of the following units should the students use to measure time?,1903,C
1904,Which of the following is an example of a physical change but not a chemical change?,1904,C
1905,"A person named Leonardo da Vinci studied many things including animals, geology, clouds, and flight. His study of birds helped him design the first parachute. Everything he saw made him ask how and why. Which human quality most likely made this person want to study many different things?",1905,D
1906,Which of these materials on the walls of a room would work best to keep sound from making an echo?,1906,A
1907,"Nevada is much drier than regions in California that are at the same latitude. Compared to these regions in California, which feature of Nevada contributes most to this dry climate?",1907,A
1908,Which list contains only things that are part of our solar system?,1908,D
1909,"Which of these structures form when materials are deposited, buried, and cemented?",1909,A
1910,Repeated exposure to extremely loud sounds can reduce hearing ability by direct damage to which structures?,1910,D
1911,"The exotic plant Melaleuca, or Australian Pine, has increased the intensity of fires across the Everglades. The amount of fuel available for fires has increased due to the presence of the Melaleuca. The Melaleuca releases massive numbers of seeds in response to fire, drought, and herbicide damage. Which best describes the reason the Melaleuca has been able to survive?",1911,C
1912,Which object is made to reflect light?,1912,D
1913,A student puts two identical plants in the same type and amount of soil. She gives them the same amount of water. She puts one of these plants near a sunny window and the other in a dark room. This experiment tests how the plants respond to,1913,C
1914,The crude oil extracted today was formed millions of years ago from the fossilized remains of algae and other tiny marine organisms. Most parts of the organisms decomposed soon after they died. Which biomolecules decomposed more slowly and became the basis of crude oil?,1914,A
1915,An example of a learned behavior is a,1915,C
1916,All matter is made up of particles called,1916,B
1917,Which cellular structure allows nutrients to pass into cells?,1917,B
1918,Which process of the water cycle transports water from plants to clouds?,1918,C
1919,"What is the mass number of an atom with 17 protons, 17 electrons, and 18 neutrons?",1919,D
1920,A group of students are observing a fish tank for a school assignment. The group is to share the observations with the class. Which statement about observations is true?,1920,A
1921,Which class of elements best conducts electricity?,1921,B
1922,Which two body systems work together to transport oxygen to the cells?,1922,A
1923,Moving water was the most important factor in forming which of these?,1923,C
1924,"To compare the hardness of different minerals, it would be BEST to find",1924,A
1925,What is a galaxy?,1925,B
1926,Which of the following sentences best explains what happens when puddles evaporate?,1926,C
1927,"If a scientist wants the medical community to revise old information and use new research findings in the treatment of a disease, it would be best to present the information",1927,A
1928,Which energy transformation takes place in a gasoline lawn mower?,1928,B
1929,"Traveling in opposite directions, buses A and B are passing each other at the relative speed of 25 km/h, while a passenger on bus A walks toward the back of the bus at the speed of 5 km/h. What is the velocity of the passenger on bus A relative to bus B?",1929,C
1930,Which of the following statements best explains why stars appear to move across Earth's sky each night?,1930,4
1931,Which of these provide the best evidence that life could develop on Mars?,1931,C
1932,Which characteristic is not an inherited trait?,1932,D
1933,Which set of equipment would be best to use when investigating what is found in a sample of pond water?,1933,2
1934,Which list contains only things that are part of our solar system?,1934,B
1935,"At night, the Moon is the brightest object in the sky. Where does the Moon's light come from?",1935,B
1936,"Byron is investigating how temperature affects mold growth on bread. Before starting his procedure, Byron states in his journal that he thinks wet bread placed in the refrigerator will grow the most mold. Which term best describes Byron's statement?",1936,C
1937,Gaseous sulfur dioxide is a compound that combines with water in the atmosphere to form acid rain. What is the primary source of sulfur dioxide?,1937,D
1938,A student has a ball of clay that sinks when placed in a pan of water. Which property should he change to make the clay float?,1938,A
1939,A plant has yellow flowers. What best explains why the flowers are yellow?,1939,C
1940,Which would best aid a scientist in discovering how Earth may have changed over time?,1940,A
1941,"When igneous rock is changed into metamorphic rock, which form of energy is this process?",1941,D
1942,"A calculation based on the chemical energy of gasoline shows that a car should be able to go 100 miles on a gallon of fuel. When the car was driven on a test track, the car only went 25 miles on a gallon of fuel. What accounts for most of the difference?",1942,B
1943,Which of the following is one reason that quartz is classified as a mineral?,1943,C
1944,Which adaptive feature most helps a baby jaguar survive the first few weeks of life?,1944,B
1945,What is the main source of energy that drives all weather patterns?,1945,4
1946,"The distance between the Sun and the next closest star, Proxima Centauri, is most accurately measured in",1946,C
1947,Rhea is a moon of Saturn. Which of these facts about Rhea best indicates that it does not have a water cycle in which water changes state?,1947,A
1948,Cells that conduct messages are known as,1948,A
1949,Which event becomes more likely during a drought in a prairie ecosystem?,1949,D
1950,A student mixed baking soda with vinegar and observed that the reaction was endothermic. When is a reaction endothermic?,1950,B
1951,"An electrical circuit can be used to break down water into hydrogen and oxygen. In this process, electrical energy produces",1951,C
1952,"Jenny measures the outside temperature as 16 degrees Celsius (°C), 61 degrees Fahrenheit (°F). She observes precipitation falling from the clouds in a solid form. What type of precipitation is Jenny most likely observing?",1952,B
1953,Which sense can be used to determine an object's ability to reflect light?,1953,D
1954,The Water Quality Act of 1987 required the development of standards that would prevent toxic pollutants from reaching dangerous levels in bodies of water. This act affected the amounts of toxic chemicals that could be discharged into bodies of water. Which of the following would have been most regulated by this act?,1954,C
1955,What safety rule is most important for students to follow when working with acids and bases?,1955,B
1956,Why should plants be included in investigations about the water cycle?,1956,B
1957,"As water vapor condenses into liquid, which of the following can be formed?",1957,A
1958,"A small, fast-moving river in is in a V-shaped valley on the slope of a mountain. If you follow the river to where it passes through a plain, what will the river most likely look like compared with how it looked on the mountain?",1958,B
1959,Many processes on Earth occur at or near tectonic plate boundaries. Which geological events are most common along tectonic plate boundaries?,1959,1
1960,The surface of Earth is constantly changing. Which of these findings provides the best evidence that the crustal surface of Earth has changed over time?,1960,A
1961,"An agricultural scientist, George Washington Carver, is most famous for his research on",1961,D
1962,"When a book is dropped onto a wooden desk, the molecules in the wood begin to vibrate from the force of the book. Which of these is produced by the vibrations?",1962,C
1963,A student is playing with a small toy boat on a pond. The student throws a rock in the pond. This creates waves that move the boat toward the shore. The boat moves toward the shore because the waves transfer,1963,B
1964,"When stratospheric ozone levels are reduced, the amount of ultraviolet radiation hitting Earth increases. Ozone depletion is most often caused",1964,D
1965,"What is the primary energy source that drives all weather events, including precipitation, hurricanes, and tornados?",1965,B
1966,Which action is the best method to separate a mixture of salt and water?,1966,D
1967,Trees use narrow tubes to transport water upward. Which property of water allows the water to rise in these narrow tubes?,1967,B
1968,"In any physical or chemical process, what two quantities are always conserved?",1968,D
1969,A paper bag is ripped into pieces. Which of these BEST describes the pieces of the bag?,1969,C
1970,How does the length of daylight in New York State change from summer to fall?,1970,D
1971,Which statement best explains Earth's day and night cycle?,1971,1
1972,"Over time, non-volcanic mountains can form due to the interaction of plate boundaries. Which interaction is most likely associated with the formation of non-volcanic mountains?",1972,C
1973,What form of energy causes an ice cube to melt?,1973,A
1974,"During a rainstorm, leaves wash down a gully on a hillside. The water slows down at the foot of the hill and fans out, depositing the leaves. What geologic structure is formed in a similar way?",1974,B
1975,A scientist reads about an experiment conducted by a researcher.The scientist conducts the same experiment and collects data but this data contradicts what was published by the researcher. What should the scientist do since the data from the two experiments is contradictory?,1975,D
1976,What product was being formed as plants died and sank to the bottom of swamps?,1976,B
1977,Which statement best describes the energy transformations that occur when a candle burns?,1977,1
1978,Baby chicks peck their way out of their shells when they hatch. This activity is an example of which of the following types of behavior?,1978,2
1979,A dog opens its mouth and lets its tongue hang out. A human's body produces sweat. These are two ways that organisms may adjust to,1979,D
1980,Light waves are arranged in the electromagnetic spectrum by,1980,D
1981,"In order to record the passing of a distant comet, which instruments would be the most useful?",1981,A
1982,Frogs lay eggs that develop into tadpoles and then into adult frogs. This sequence of changes is an example of how living things,1982,B
1983,The populations of black rhinoceroses have been impacted by human interactions to the point of being endangered. Which interaction best explains why the black rhino is now endangered?,1983,D
1984,"Within a substance, atoms that collide frequently and move independently of one another are most likely in a",1984,C
1985,A dog opens its mouth and lets its tongue hang out. A human's body produces sweat. These are two ways that organisms may adjust to,1985,B
1986,Which of these cycles takes 24 hours?,1986,D
1987,"The thin, semi-permeable membrane that encloses a cell allows nutrients to enter and wastes to be",1987,A
1988,One hundred grams of water and 100 grams of vegetable oil are heated in identical containers at 70°C for 5 minutes. Their temperatures at the end of 5 minutes are different due to the difference in which property?,1988,C
1989,Which is a process that most likely formed the Appalachian Mountains found in the eastern part of North America?,1989,B
1990,Which is a reason for Arkansas having multiple seasons?,1990,B
1991,Which of these processes is a conversion made by solar panels?,1991,C
1992,"A squid is an animal that lives in the ocean. It pumps a stream of water out of its body, causing it to move rapidly. Which of the following mechanical systems moves in a way most similar to the squid?",1992,B
1993,Meteorologists categorize hurricanes based on the Saffir-Simpson scale. The scale measures the intensity and destructive potential of hurricanes. Which factor has the most significant effect on the strength of a hurricane?,1993,D
1994,What is true of mutualistic relationships among organisms?,1994,B
1995,Repeated pesticide use on an insect population can result in some of the insects becoming resistant to that pesticide over time. Which process is responsible for the pesticides no longer being effective on the insects?,1995,B
1996,"Nevada is much drier than regions in California that are at the same latitude. Compared to these regions in California, which feature of Nevada contributes most to this dry climate?",1996,D
1997,A mountain range has hills around its edges. How are the mountains and hills alike?,1997,D
1998,Which is the best example of recycling?,1998,C
1999,"Mold is often found growing on old bread. In a food chain, mold is a ___.",1999,A
2000,Which three systems of the human body function together to move and control body parts?,2000,C
2001,Which structure is found in producers in nearly all ecosystems?,2001,C
2002,Which of these natural events occurs at time intervals that are the most regular?,2002,C
2003,Which of the following foods is highest in polysaccharides?,2003,D
2004,"Ella has several wooden blocks. When Ella holds the blocks in her hand, she feels that they are rough. Which term best describes what Ella feels?",2004,A
2005,Which characteristic is inherited rather than learned?,2005,A
2006,What advantage do sea stars gain from having radial symmetry?,2006,D
2007,"Humans cannot survive without clean, fresh water. Reservoirs of liquid water vary, but all water spends time as a gas in the atmosphere. What is the source of most of the water in the atmosphere?",2007,B
2008,In which structure is the Sun located?,2008,A
2009,"If a student gets a chemical splashed into an eye, what is the most appropriate first action to be taken?",2009,A
2010,An athlete is running a race. The athlete's body needs energy. Which organelle(s) in the athlete's cells supply the energy for cellular functions?,2010,A
2011,How does a human body get energy?,2011,D
2012,Amanda is learning about different adaptations of animals. Which is an example of a behavioral adaptation?,2012,A
2013,Which of the following events during meiosis contributes most to the variation within a species?,2013,B
2014,Bones support the body. What pulls and pushes on bones to move them?,2014,A
2015,Which of these is the most common result of greenhouse gases altering the atmosphere of Earth?,2015,C
2016,"When sunlight shines on a plant, its leaves",2016,C
2017,What role does the centromere play in cellular reproduction?,2017,A
2018,Which form of energy is needed to change water from a liquid to a gas?,2018,D
2019,Why do mountain climbers at high elevations use oxygen tanks to help them breathe?,2019,A
2020,Which characteristic of a volvox colony makes it more like a multicellular organism than a simple cluster of unicellular organisms?,2020,A
2021,Peach trees have sweet-smelling blossoms and produce rich fruit. What is the main purpose of the flowers of a peach tree?,2021,D
2022,Coal was made from the remains of which ancient ecosystem?,2022,D
2023,Which discovery revealed that the universe contains many structures composed of millions of stars?,2023,C
2024,Unequal distribution of the hormone auxin in plants helps to regulate the direction of plant growth. Which of the following is accomplished by plants in regulating the distribution of auxin?,2024,A
2025,A scientist combines oxygen and hydrogen to form water. This combination illustrates that water is,2025,C
2026,A student combined rice cereal with melted marshmallows. Which best describes what the student made?,2026,B
2027,A recent study concluded that about 90% of all large predatory fish such as tuna have disappeared from the world's oceans in the past 50 years. Which of these is most likely the direct cause of this loss?,2027,D
2028,Which terms can be used to describe the properties of both a wave and a particle of light?,2028,C
2029,A robin catches and eats a cricket. Which statement best describes the roles of each animal?,2029,C
2030,"Discarded electronic devices, such as outdated computers and cell phones, contain materials that can be toxic to the environment. Which statement best explains why humans continue to use these technologies?",2030,3
2031,What is the approximate length of time it takes the Moon to complete one lunar cycle?,2031,D
2032,Which statement best describes the energy transformations that occur when a candle burns?,2032,C
2033,The atomic mass of an atom is,2033,A
2034,Dust and ash entering the atmosphere as a result of volcanic eruptions can affect Earth's,2034,C
2035,Materials must pass through a cell's semi-permeable membrane in order for energy to be utilized. This process is called,2035,D
2036,What motion causes day and night?,2036,A
2037,Scientists recorded the hourly temperature at a weather station for the month of July and want to quickly measure a trend over time in temperature changes. Which of these formats would be the most appropriate representation of the temperature data to quickly measure any trend?,2037,C
2038,Angelo wants to know if the volume of water changes when it freezes. He measures the volume of water in its liquid state and then freezes it. Which tool did Angelo most likely use to measure the volume of the water?,2038,A
2039,"A student used two long wires to connect a lightbulb to a battery. The student noticed that as soon as the circuit was complete, a nearby compass started to point in a direction other than north. The compass pointed in a different direction because it was reacting to the",2039,C
2040,Which structure is found in producers in nearly all ecosystems?,2040,A
2041,Nonrenewable sources of energy have limited supplies. Researchers are developing devices that will make renewable energy more available. Which is a source of renewable energy?,2041,B
2042,Perfume sprayed from a bottle spreads more easily in a warm room of 25°C than in a cool room of 15°C. Which of the following correctly compares perfume molecules at 25°C to those at 15°C?,2042,B
2043,"A manufacturing industry has asked to relocate its plant to your town. From an environmental perspective, which question is least important to ask before deciding whether the industry may move to your town?",2043,B
2044,How are cells able to produce the proteins required by certain conditions?,2044,B
2045,What do producers need to make food?,2045,B
2046,"To help it survive, an organism has a capsule, endospore, and pili. To which group does this organism belong?",2046,D
2047,The surface of a heated metal object measures 120°C. It is dropped into a bucket filled with water measuring 10°C. Which of the following is most likely to occur?,2047,B
2048,"Lemon juice turns litmus paper red, is corrosive and tastes sour. Lemon juice is classified as",2048,B
2049,Biotic forces can cause changes to the surface of Earth. Which is the best example of living organisms causing weathering?,2049,3
2050,At what temperature does pure water boil?,2050,A
2051,A water company uses lab tests on the water supply before sending the water through pipes to people's homes. How do these lab tests help people?,2051,A
2052,A seed of a plant sticks to the fur of an animal as it walks by. How has the animal most likely helped the plant?,2052,D
2053,Which of these natural events occurs at time intervals that are the most regular?,2053,B
2054,Hydrogen gas and oxygen gas combine to form water. Which would be a more concise way of expressing what happens in this chemical reaction?,2054,B
2055,Which terms can be used to describe the properties of both a wave and a particle of light?,2055,A
2056,"Frog eggs hatch into tadpoles, and then tadpoles gradually develop into frogs. This process is known as",2056,A
2057,What is significant about the discovery of water on Mars?,2057,D
2058,Scientists can identify an element by looking at the structure of a single,2058,C
2059,"After months of studying and obtaining data on the behavior of birds, biologists from around the world will look at the data and",2059,D
2060,"Byron is investigating how temperature affects mold growth on bread. Before starting his procedure, Byron states in his journal that he thinks wet bread placed in the refrigerator will grow the most mold. Which term best describes Byron's statement?",2060,A
2061,A student completes several tasks while making breakfast. During which task does the student make a solution?,2061,C
2062,Which process initiates the passage of half of a parent's DNA to offspring?,2062,D
2063,The reaction that releases energy for use by the cell occurs in which site?,2063,B
2064,White light can be separated into all of its component colors by,2064,A
2065,Which of these occurs if myosin fails to bind to actin during muscle contraction?,2065,B
2066,Which of the following statements best explains why stars appear to move across Earth's sky each night?,2066,A
2067,Environmental organizations have asked businesses to take action to reduce waste. Which of the following changes could a business make in order to become more “environmentally friendly”?,2067,A
2068,"Nevada is much drier than regions in California that are at the same latitude. Compared to these regions in California, which feature of Nevada contributes most to this dry climate?",2068,A
2069,Which of the following actions is most likely part of a test to find the hardness of a mineral sample?,2069,C
2070,The interaction of the skeletal and muscular systems to produce locomotion is coordinated by which human body system?,2070,C
2071,What is the complementary base of adenine in DNA?,2071,D
2072,Which atmospheric phenomena are created by the interaction of charged particles with Earth's magnetosphere?,2072,D
2073,A student is writing a report on volcanoes. What should the student include to best help explain how a volcano works?,2073,D
2074,All rocks are composed of,2074,D
2075,"Alicia gives her brother a push while he is seated on a swing. She finds that after a few seconds, she needs to push again to keep him going. The reason her brother slows down is because the mechanical energy is converted into",2075,C
2076,Cells in the body use oxygen (O2) for cellular respiration. Which is the result of cellular respiration?,2076,D
2077,Which organ is part of the respiratory system?,2077,D
2078,Which characteristic is affected by interactions with the environment?,2078,3
